method,target_workers,malicious_ratio,scene,seed,tasks,no_truth_count,norm_sq_sum,sq_sum,norm_abs_sum,abs_sum,dimension,nrmse,rmse,nmae,mae,no_truth_rate
PRTD,27,0.2,Climate,20260815,80,0,0.0663578061201527,2641.3352766827925,3.733438883211302,663.6404352956177,400,0.012880004475945719,2.569696128281899,0.009333597208028255,1.6591010882390445,0.0
PRTD,27,0.2,Climate,20260816,80,0,0.06692128987691519,2652.597376109172,3.840093602795593,678.4627857285936,400,0.012934574778178368,2.575168623658057,0.009600234006988983,1.6961569643214842,0.0
PRTD,27,0.2,Climate,20260817,80,0,0.09034577418911309,3607.503019730575,4.3830760609813595,774.959349292801,400,0.015028786892919293,3.003124631001257,0.010957690152453398,1.9373983732320026,0.0
PRTD,27,0.2,Climate,20260818,80,0,0.07855518883234508,3120.7722417277014,4.1498546255113915,733.0366337416472,400,0.014013849295638323,2.7931936209864245,0.010374636563778478,1.8325915843541178,0.0
PRTD,27,0.2,Climate,20260819,80,0,0.06694642947787681,2670.0502401748004,3.782090275873014,669.5641252138074,400,0.01293700404632742,2.583626443671182,0.009455225689682534,1.6739103130345185,0.0
PRTD,27,0.2,Climate,20260820,80,0,0.06892645343923547,2730.445367363933,3.7624681973638885,668.3380859876818,400,0.013126923996050586,2.612683183704031,0.009406170493409721,1.6708452149692044,0.0
PRTD,27,0.2,Climate,20260821,80,0,0.061729048983080355,2519.8099243351026,3.6411178629062926,652.4052766141607,400,0.012422665674391343,2.509885417870257,0.009102794657265732,1.6310131915354018,0.0
PRTD,27,0.2,Climate,20260822,80,0,0.07091065545767723,2846.9005961004427,4.015605012755022,714.9352561641042,400,0.013314527353390847,2.667817739323867,0.010039012531887555,1.7873381404102604,0.0
PRTD,27,0.2,Climate,20260823,80,0,0.051449247328764935,2025.1693490658608,3.5006874125314145,615.3726012928573,400,0.01134121326498679,2.2500940808474326,0.008751718531328535,1.5384315032321434,0.0
PRTD,27,0.2,Climate,20260824,80,0,0.06582794843434113,2658.829587180833,3.7569690081524327,667.0733138642242,400,0.012828478907721399,2.578191995944461,0.009392422520381081,1.6676832846605607,0.0
PRTD,27,0.2,Climate,20260825,80,0,0.07421439386853815,2965.235037704156,3.9937776247976076,709.4184993483173,400,0.013621159446660383,2.7226985867444804,0.00998444406199402,1.773546248370793,0.0
PRTD,27,0.2,Climate,20260826,80,0,0.07901742688003409,3148.208053202134,4.05916991195376,720.136146011553,400,0.014055019288499223,2.8054447299858425,0.010147924779884401,1.8003403650288825,0.0
PRTD,27,0.2,Climate,20260827,80,0,0.0841399285832906,3361.8357725504857,4.244006308589975,754.198810651396,400,0.014503441710788047,2.899066993254246,0.010610015771474936,1.88549702662849,0.0
PRTD,27,0.2,Climate,20260828,80,0,0.0944478568702627,3746.0046610378754,4.41952587954923,780.209762224973,400,0.015366185023474655,3.060230653495695,0.011048814698873075,1.9505244055624325,0.0
PRTD,27,0.2,Climate,20260829,80,0,0.0772147551411502,3052.162581702751,4.029823381643497,711.2835952827688,400,0.013893771548894688,2.762319035567195,0.010074558454108741,1.778208988206922,0.0
PRTD,27,0.2,Climate,20260830,80,0,0.06521754957448792,2625.4388495637904,3.9675414498306347,706.0711528729655,400,0.012768863455148221,2.561951819201422,0.009918853624576587,1.7651778821824138,0.0
PRTD,27,0.2,Climate,20260831,80,0,0.07761236441445006,3042.435122837552,4.085977889279757,720.1173927214475,400,0.013929497874515261,2.757913669260494,0.010214944723199393,1.8002934818036187,0.0
PRTD,27,0.2,Climate,20260832,80,0,0.08826082316235079,3611.006673020452,4.378032486627515,778.3923124568956,400,0.01485436157853568,3.004582613700467,0.010945081216568788,1.9459807811422392,0.0
PRTD,27,0.2,Climate,20260833,80,0,0.10059151833694531,3987.957227311875,4.461231561278717,788.4763082307644,400,0.015858082981317863,3.1575137479161812,0.011153078903196792,1.971190770576911,0.0
PRTD,27,0.2,Climate,20260834,80,0,0.07628285673344005,3033.7640857986976,4.107524449140933,725.7670002019933,400,0.013809675659971168,2.753980794140864,0.010268811122852333,1.8144175005049832,0.0
PRTD,27,0.2,Climate,20260835,80,0,0.06814037401473662,2674.0875866799433,3.83035408242568,668.904729762894,400,0.013051855616610288,2.585579038958171,0.0095758852060642,1.6722618244072351,0.0
PRTD,27,0.2,Climate,20260836,80,0,0.07286076866665779,2853.2561684261937,3.8697275502862274,678.7417693945731,400,0.013496366980289344,2.670793968292104,0.009674318875715569,1.6968544234864327,0.0
PRTD,27,0.2,Climate,20260837,80,0,0.058410171978582004,2315.027711856799,3.553423378020186,629.5842690759215,400,0.012084098226448467,2.40573674362803,0.008883558445050465,1.5739606726898037,0.0
PRTD,27,0.2,Traffic,20260808,80,0,0.0855985943352434,4471454.728138928,4.9571957590314035,24790.652819847503,480,0.013354040769186322,96.51699686388282,0.010327491164648758,51.647193374682296,0.0
PRTD,27,0.2,Traffic,20260809,80,0,0.08955067086407,4684675.018304345,5.350479128023159,26774.87782882429,480,0.013658839541977172,98.79139447070978,0.011146831516714915,55.78099547671727,0.0
PRTD,27,0.2,Traffic,20260810,80,0,1.2652458505579292,65919334.19247821,6.83319108650581,34183.58333850313,480,0.051341297756572334,370.5832514217684,0.01423581476355377,71.21579862188152,0.0
PRTD,27,0.2,Traffic,20260811,80,0,0.056263596185213885,2968246.8660232467,4.241722053712207,21295.531020617153,480,0.01082662576179034,78.63744424603607,0.008836920945233766,44.365689626285736,0.0
PRTD,27,0.2,Traffic,20260812,80,0,0.07773254753404123,4092014.8651347933,4.986384858400954,24995.909082069407,480,0.012725675124039035,92.33109426964904,0.010388301788335321,52.0748105876446,0.0
PRTD,27,0.2,Traffic,20260813,80,0,0.07281334940268273,3814359.18427467,4.48741258075216,22462.47655989211,480,0.012316431216966045,89.14360119439624,0.009348776209900333,46.796826166441896,0.0
PRTD,27,0.2,Traffic,20260814,80,0,0.049396530009857206,2616436.185820653,3.9887361681426228,20070.58893525233,480,0.010144428890801879,73.8302696761951,0.008309867016963797,41.81372694844235,0.0
PRTD,27,0.2,Traffic,20260815,80,0,0.04278144022024287,2236314.2311193873,3.794642864934348,19045.419870237536,480,0.009440762705355925,68.25677974749998,0.007905505968613226,39.67795806299487,0.0
PRTD,27,0.2,Traffic,20260816,80,0,0.04759895036484264,2509670.172729429,3.9800021602200317,19964.726559767674,480,0.00995813636815421,72.30822585653478,0.008291671167125066,41.59318033284932,0.0
PRTD,27,0.2,Traffic,20260817,80,0,1.4485187700768174,76002801.52421369,7.428134412242946,37173.44403444922,480,0.054934028048742575,397.9185467430638,0.015475280025506136,77.4446750717692,0.0
PRTD,27,0.2,Traffic,20260818,80,0,0.06789769179163525,3566007.9295970667,4.651839052182076,23281.052289324536,480,0.011893423584733992,86.19270959112815,0.00969133135871266,48.50219226942612,0.0
PRTD,27,0.2,Traffic,20260819,80,0,1.3962944149408554,74082372.78772095,7.474714466701323,37427.662576387476,480,0.0539346521059833,392.8591053305056,0.015572321805627756,77.97429703414058,0.0
PRTD,27,0.2,Traffic,20260820,80,0,0.06871808444710335,3580931.974877229,4.863737483637739,24325.708349046155,480,0.01196506063216837,86.37288317325579,0.01013278642424529,50.678559060512825,0.0
PRTD,27,0.2,Traffic,20260821,80,0,0.052948102999613424,2785099.802869916,3.8331129196278697,19209.073159976888,480,0.010502787625952517,76.17277240575527,0.007985651915891396,40.018902416618516,0.0
PRTD,27,0.2,Traffic,20260822,80,0,0.10749735965989275,5665117.95048759,5.472503233201328,27409.298531299966,480,0.014965053712726079,108.63852476684232,0.011401048402502768,57.102705273541595,0.0
PRTD,27,0.2,Traffic,20260823,80,0,0.07609933306884713,4023778.69023497,4.86293268582122,24392.447243821483,480,0.0125912778234286,91.55802679898062,0.010131109762127543,50.81759842462809,0.0
PRTD,27,0.2,Traffic,20260824,80,0,0.0641140955376789,3365247.0969530335,4.349943867535125,21807.447782646803,480,0.011557293470798619,83.7313050894675,0.009062383057364844,45.43218288051417,0.0
PRTD,27,0.2,Traffic,20260825,80,0,0.04545935378298028,2370009.753196358,3.835399734284359,19175.958752674887,480,0.009731751489216912,70.26749119727472,0.007990416113092414,39.94991406807268,0.0
PRTD,27,0.2,Traffic,20260826,80,0,0.08969521233298786,4689521.724874454,4.613116633706106,23083.406530115622,480,0.013669858290915993,98.84248543425937,0.009610659653554388,48.09043027107421,0.0
PRTD,27,0.2,Traffic,20260827,80,0,0.06802476371093653,3553960.032810747,4.626616254252623,23185.878569645916,480,0.011904547775162136,86.04698368733825,0.009638783863026298,48.30391368676233,0.0
PRTD,27,0.2,Traffic,20260828,80,0,0.11681832584829369,6155379.496391419,5.6510890350619265,28298.74449381099,480,0.015600368975891088,113.24180890531902,0.011773102156379013,58.95571769543957,0.0
PRTD,27,0.2,Traffic,20260829,80,0,0.06254193853508386,3274059.972414707,4.399075908588666,22023.5597253461,480,0.011414714419617545,82.58909295944575,0.009164741476226389,45.88241609447104,0.0
PRTD,27,0.2,Traffic,20260830,80,0,0.07311032510134467,3817042.651067306,4.764251841487751,23817.387269314422,480,0.012341522486892291,89.17495270379207,0.009925524669766149,49.61955681107171,0.0
PRTD,27,0.2,Traffic,20260831,80,0,0.10743595955756646,5634686.488615432,5.659927910272832,28358.039473634286,480,0.014960779249254704,108.34634366057529,0.011791516479735066,59.07924890340476,0.0
PRTD,27,0.2,Traffic,20260832,80,0,1.3982269475110838,73825795.69200589,7.23018602898551,36214.82878343069,480,0.05397196315972542,392.17820059892705,0.015062887560386479,75.44755996548061,0.0
PRTD,27,0.2,Traffic,20260833,80,0,0.09520102249661255,4997894.765540999,5.2096761244261645,26124.430878038354,480,0.014083162412420355,102.04058389456496,0.010853491925887842,54.42589766257991,0.0
PRTD,27,0.2,Traffic,20260834,80,0,0.0813625049695481,4256784.0691341525,4.821880391598793,24138.231559749,480,0.013019416987198718,94.17165255016758,0.010045584149164151,50.287982416143755,0.0
PRTD,27,0.2,Traffic,20260835,80,0,0.06611471258922018,3464807.2966545103,4.467476550688184,22351.908277772534,480,0.011736225311439592,84.960864724277,0.009307242813933718,46.56647557869278,0.0
PRTD,27,0.2,Traffic,20260836,80,0,0.07449752190805463,3938839.489841885,4.891145796571401,24572.39717998229,480,0.012458056455233315,90.58650895049031,0.010189887076190418,51.192494124963105,0.0
PRTD,27,0.2,Traffic,20260837,80,0,0.05470806186482992,2880932.40236405,4.151006677609165,20795.5801190242,480,0.010675913491831147,77.4722047248244,0.008647930578352427,43.32412524796708,0.0
PRTD,27,0.2,Water,20260808,80,0,0.1631115828214278,666592.4128519555,7.692050740003107,6252.089475749591,720,0.015051374190742877,30.4273363215993,0.01068340380555987,8.683457605207765,0.0
PRTD,27,0.2,Water,20260809,80,0,0.14445963979408807,554089.9385846743,7.2857778952652446,5794.599971933616,720,0.014164688087031783,27.741113156205195,0.010119135965646174,8.048055516574466,0.0
PRTD,27,0.2,Water,20260810,80,0,0.16909207469833315,661825.7068825894,7.976658397077868,6380.558490121935,720,0.015324819860203412,30.318350394938427,0.011078692218163705,8.861886791836021,0.0
PRTD,27,0.2,Water,20260811,80,0,0.18535815696906938,729760.2018285518,8.019557677177882,6526.54554783753,720,0.016044995627274662,31.836391690532214,0.011138274551635947,9.064646594218791,0.0
PRTD,27,0.2,Water,20260812,80,0,0.2010460830294126,751168.8587161646,8.1094638289756,6557.939765654991,720,0.016710196613869754,32.30000126238742,0.011263144206910554,9.10824967452082,0.0
PRTD,27,0.2,Water,20260813,80,0,0.1964240414472548,782465.6724179264,8.382415749639778,6681.674046504296,720,0.016516996357593072,32.96601095610797,0.011642244096721913,9.280102842367077,0.0
PRTD,27,0.2,Water,20260814,80,0,0.14316422985392685,572928.2627393579,7.369336555944344,5990.947613704779,720,0.014101035711267947,28.208752156894644,0.01023518966103381,8.32076057458997,0.0
PRTD,27,0.2,Water,20260815,80,0,0.15186794745613463,593341.2872739625,7.6800149212413364,6241.173810397874,720,0.01452335032973408,28.70688281952321,0.010666687390612967,8.668296958885936,0.0
PRTD,27,0.2,Water,20260816,80,0,0.14678451262571024,595278.9968389856,7.475896713132052,6202.335909805792,720,0.014278213426294614,28.753719489808464,0.010383189879350071,8.614355430285823,0.0
PRTD,27,0.2,Water,20260817,80,0,0.1727541250637999,660758.8483122464,7.943450175457386,6278.823547208916,720,0.015489876849440514,30.293904051077632,0.011032569688135258,8.720588260012384,0.0
PRTD,27,0.2,Water,20260818,80,0,0.1837061982490647,678882.3927627337,7.513193666500156,5959.2883480820365,720,0.01597333708303138,30.706549988080123,0.010434991203472438,8.276789372336161,0.0
PRTD,27,0.2,Water,20260819,80,0,0.1507152864666055,595350.3188820843,7.759571994067842,6052.705818157881,720,0.014468130036710837,28.755441970030365,0.010777183325094225,8.406535858552614,0.0
PRTD,27,0.2,Water,20260820,80,0,0.14582798445079545,568138.3750278706,7.6599626365017714,6133.476493775172,720,0.014231615062696554,28.090586971930616,0.01063883699514135,8.518717352465517,0.0
PRTD,27,0.2,Water,20260821,80,0,0.13392288593243512,506528.5616164641,7.223587540401451,5669.2072653805435,720,0.013638328645383686,26.523798580406577,0.010032760472779793,7.873898979695199,0.0
PRTD,27,0.2,Water,20260822,80,0,0.19205466880648858,799316.943675193,8.256058799995587,6748.655880505523,720,0.016332256291295685,33.319099954397046,0.011466748333327205,9.373133167368781,0.0
PRTD,27,0.2,Water,20260823,80,0,0.12612313599101002,476874.96287176537,6.632963809903602,5145.347245107652,720,0.013235219008755999,25.73570160927998,0.009212449735977225,7.146315618205072,0.0
PRTD,27,0.2,Water,20260824,80,0,0.22897755521532878,854203.0577193323,8.255697295600505,6664.708988960644,720,0.017833238131183923,34.44405806117065,0.01146624624388959,9.25654026244534,0.0
PRTD,27,0.2,Water,20260825,80,0,0.21214729642512403,825582.4065425666,8.40941356485356,6956.726041085513,720,0.01716534365553665,33.86210612630467,0.011679741062296611,9.662119501507657,0.0
PRTD,27,0.2,Water,20260826,80,0,0.13757615948182325,539808.5173200485,7.4153915605600895,6095.720733416091,720,0.013823096587968634,27.38127191774335,0.010299154945222346,8.466278796411238,0.0
PRTD,27,0.2,Water,20260827,80,0,0.12009703036133071,528019.109196123,6.970898375349917,5825.432475036359,720,0.01291516283510989,27.080618048403256,0.009681803299097107,8.090878437550499,0.0
PRTD,27,0.2,Water,20260828,80,0,0.11581458572259931,477873.88597827725,6.479847155220552,5313.2597586700085,720,0.01268280691650661,25.762642149542522,0.008999787715584101,7.379527442597234,0.0
PRTD,27,0.2,Water,20260829,80,0,0.1383465059939454,544499.4448852614,7.431665086102286,5956.169805588799,720,0.01386174321619005,27.49998598194747,0.010321757064030953,8.272458063317776,0.0
PRTD,27,0.2,Water,20260830,80,0,0.08970187551500211,385784.7707781864,6.171950450870553,5024.959794725994,720,0.011161807121397535,23.147617191330298,0.00857215340398688,6.979110826008324,0.0
PRTD,27,0.2,Water,20260831,80,0,2.1585237556946417,6849634.360288145,10.160802889372464,7886.684569988319,720,0.054753535599877036,97.53656266219225,0.014112226235239533,10.95372856942822,0.0
PRTD,27,0.2,Water,20260832,80,0,0.1305467231066317,478765.1975242192,7.135613725753295,5409.268616988233,720,0.013465321875233995,25.786656689615313,0.0099105746191018,7.5128730791503235,0.0
PRTD,27,0.2,Water,20260833,80,0,0.11188876592335695,486799.6980001951,6.613010225732935,5566.728687468489,720,0.012465996301236425,26.002128598769325,0.009184736424629076,7.731567621484012,0.0
PRTD,27,0.2,Water,20260834,80,0,0.12473122312686634,516259.502831903,6.857489760575308,5605.430751932032,720,0.01316198350927494,26.77736146946767,0.009524291334132372,7.785320488794489,0.0
PRTD,27,0.2,Water,20260835,80,0,0.18443989522300527,632741.510955739,7.702999632539524,5870.639183286283,720,0.016005202939765022,29.644690150264566,0.010698610600749338,8.153665532342059,0.0
PRTD,27,0.2,Water,20260836,80,0,0.14958038802314003,562567.9488852847,6.536426334657741,5410.765822521026,720,0.014413554000350775,27.952537871395226,0.009078369909246863,7.514952531279203,0.0
PRTD,27,0.2,Water,20260837,80,0,0.12787046586109402,469189.4202578005,6.955924780129075,5445.380646081355,720,0.013326585055876822,25.527474857107947,0.00966100663906816,7.563028675112993,0.0
PRTD,27,0.3,Climate,20260808,80,0,0.33105898415319157,12996.79557946716,8.639754766964693,1503.1032056043427,400,0.028768862688382017,5.700174466511346,0.02159938691741173,3.757758014010857,0.0
PRTD,27,0.3,Climate,20260809,80,0,1.213176269520327,46638.328319657376,10.509662920925393,1825.6954694763767,400,0.05507214063209108,10.797954472914926,0.026274157302313483,4.564238673690942,0.0
PRTD,27,0.3,Climate,20260810,80,0,0.3425948477157101,13516.18895605704,8.675451603219962,1516.8849377009783,400,0.029265801189943104,5.812957284389985,0.021688629008049905,3.792212344252446,0.0
PRTD,27,0.3,Climate,20260811,80,0,1.4748607040155859,56688.21015273041,10.786294944855943,1873.6905035286145,400,0.06072192157729336,11.904643017824014,0.026965737362139856,4.684226258821536,0.0
PRTD,27,0.3,Climate,20260812,80,0,1.1692344202160694,46124.75687266771,9.792786901180678,1706.2197179265427,400,0.0540655717674397,10.738337496170871,0.024481967252951695,4.265549294816356,0.0
PRTD,27,0.3,Climate,20260813,80,0,0.31894166455719636,12627.786131159015,8.509605195804749,1488.440696007103,400,0.028237460250401254,5.6186711354107155,0.021274012989511874,3.7211017400177577,0.0
PRTD,27,0.3,Climate,20260814,80,0,0.3063533243819567,11969.908738232536,8.141170537830366,1413.526985031849,400,0.027674596852617236,5.4703539049664185,0.020352926344575913,3.5338174625796226,0.0
PRTD,27,0.3,Climate,20260815,80,0,1.1656731292633091,45433.98604076726,9.835339922376871,1708.0802636947562,400,0.05398317166634684,10.657624740152853,0.024588349805942177,4.270200659236891,0.0
PRTD,27,0.3,Climate,20260816,80,0,1.1712244073120792,45553.90866668316,9.472992454649862,1643.6775553878228,400,0.05411156085607029,10.671680826688357,0.023682481136624654,4.109193888469557,0.0
PRTD,27,0.3,Climate,20260817,80,0,0.35011860132338557,13742.802757592215,8.826146514124508,1533.796520459076,400,0.029585410311646243,5.861485041692125,0.02206536628531127,3.8344913011476898,0.0
PRTD,27,0.3,Climate,20260818,80,0,1.3114404168754825,51104.78862632521,10.825012915488305,1876.101286832165,400,0.0572590695190614,11.303184133942658,0.027062532288720763,4.6902532170804125,0.0
PRTD,27,0.3,Climate,20260819,80,0,0.2977938453109387,11677.869603442892,7.9742497511468695,1386.8572399250327,400,0.02728524534024473,5.403209602505462,0.019935624377867174,3.467143099812582,0.0
PRTD,27,0.3,Climate,20260820,80,0,0.3425490955615174,13385.458549862155,8.846817207197864,1538.3163055642815,400,0.02926384696009384,5.784777124026075,0.02211704301799466,3.8457907639107036,0.0
PRTD,27,0.3,Climate,20260821,80,0,2.338251087245717,91280.5983200995,11.522078396688945,2000.496936195111,400,0.07645670486042602,15.106339589730158,0.028805195991722363,5.001242340487777,0.0
PRTD,27,0.3,Climate,20260822,80,0,0.2688375102045426,10586.031661132436,8.022475634240411,1399.5220760530815,400,0.025924771464978368,5.144422139835639,0.02005618908560103,3.4988051901327037,0.0
PRTD,27,0.3,Climate,20260823,80,0,0.2318152673210338,9021.703498100873,7.408599721812418,1286.6176201246346,400,0.024073598989402988,4.74913242026922,0.018521499304531047,3.2165440503115867,0.0
PRTD,27,0.3,Climate,20260824,80,0,0.2664086333695173,10470.819999218049,7.698492882598359,1341.2618456347732,400,0.025807393968081963,5.1163512387291314,0.019246232206495895,3.353154614086933,0.0
PRTD,27,0.3,Climate,20260825,80,0,0.3410951648632485,13403.646444552565,8.519492363556825,1487.7066961180828,400,0.029201676529920697,5.788705909906066,0.021298730908892064,3.719266740295207,0.0
PRTD,27,0.3,Climate,20260826,80,0,0.34018578979464886,13324.904133459482,8.614527573007754,1498.8325418000077,400,0.029162724058061213,5.771677428066186,0.021536318932519383,3.7470813545000192,0.0
PRTD,27,0.3,Climate,20260827,80,0,0.3026082852050358,11829.128876715919,8.425280578896725,1465.6764888900775,400,0.02750492161436912,5.438089939656184,0.021063201447241813,3.6641912222251936,0.0
PRTD,27,0.3,Climate,20260828,80,0,1.2317194527346735,47860.63246352626,10.731279262218791,1864.6500840694364,400,0.05549142845374125,10.938536518146092,0.02682819815554698,4.661625210173591,0.0
PRTD,27,0.3,Climate,20260829,80,0,2.3360569110590217,90443.53715362451,12.141172964156773,2097.3410060106903,400,0.07642082358655626,15.036916003092564,0.03035293241039193,5.243352515026726,0.0
PRTD,27,0.3,Climate,20260830,80,0,1.3135705079479119,51099.158435230485,10.382810880189645,1804.362483508003,400,0.057305551824145096,11.302561483490202,0.025957027200474114,4.510906208770007,0.0
PRTD,27,0.3,Climate,20260831,80,0,2.0854493424881966,80746.29415909426,11.464430322282269,1986.4125133240902,400,0.07220542470078332,14.207946206181091,0.02866107580570567,4.966031283310226,0.0
PRTD,27,0.3,Climate,20260832,80,0,0.29798980950779597,11860.52666369146,8.339829344227976,1458.8502345939112,400,0.027294221435488684,5.445302256002751,0.020849573360569938,3.647125586484778,0.0
PRTD,27,0.3,Climate,20260833,80,0,1.384110258466604,53359.045761994064,10.564906041258766,1828.703961151311,400,0.05882410769545519,11.549788500443857,0.026412265103146915,4.571759902878277,0.0
PRTD,27,0.3,Climate,20260834,80,0,0.2772172274620028,10864.969545766166,8.05055026915996,1403.069352278107,400,0.026325711170925793,5.21175823157746,0.020126375672899897,3.507673380695268,0.0
PRTD,27,0.3,Climate,20260835,80,0,0.2873550998886876,11204.112699398042,7.957716468164951,1373.7239444727943,400,0.026802756382911797,5.2924740668703425,0.019894291170412377,3.4343098611819856,0.0
PRTD,27,0.3,Climate,20260836,80,0,0.3273951771414049,12670.302931715876,8.485604507351244,1463.2471050865274,400,0.028609228281334543,5.628122007320887,0.02121401126837811,3.6581177627163184,0.0
PRTD,27,0.3,Climate,20260837,80,0,0.2283931074837148,8989.79266751462,7.302124505688783,1273.9776368471062,400,0.023895245734440292,4.740725858851843,0.01825531126422196,3.1849440921177656,0.0
PRTD,27,0.3,Traffic,20260808,80,0,0.31279944607841353,16406378.196812578,10.521270899935308,52645.85720976117,480,0.02552774006181044,184.87821552766263,0.021919314374865224,109.67886918700243,0.0
PRTD,27,0.3,Traffic,20260809,80,0,1.6629696819884847,87140844.63216859,14.37458576415821,71886.72560308091,480,0.05886017474327904,426.0791315202118,0.029947053675329606,149.76401167308524,0.0
PRTD,27,0.3,Traffic,20260810,80,0,4.165185808698966,217224695.23782653,18.003396550373886,89992.42474647188,480,0.09315294109575667,672.7194425703323,0.037507076146612264,187.4842182218164,0.0
PRTD,27,0.3,Traffic,20260811,80,0,1.3943391624996258,73200027.01892859,13.232066401532318,66240.68187404698,480,0.05389687611733683,390.5125558665618,0.027566805003192328,138.0014205709312,0.0
PRTD,27,0.3,Traffic,20260812,80,0,0.32792899120765223,17231193.323115163,10.887438074753494,54518.07882014581,480,0.026137815485408788,189.46851829039196,0.022682162655736447,113.57933087530378,0.0
PRTD,27,0.3,Traffic,20260813,80,0,2.6603365344141245,139358859.63261014,15.137892612086516,75767.1307645084,480,0.07444708039963303,538.8236794796029,0.03153727627518024,157.84818909272585,0.0
PRTD,27,0.3,Traffic,20260814,80,0,0.27675526300063047,14578497.215885155,9.90292908310221,49649.91000197197,480,0.02401194420667862,174.27526846847988,0.020631102256462936,103.43731250410828,0.0
PRTD,27,0.3,Traffic,20260815,80,0,1.4584503243986722,77131708.83993992,13.311205219625647,66715.75269104255,480,0.055122029859490544,400.8628943706416,0.027731677540886766,138.991151439672,0.0
PRTD,27,0.3,Traffic,20260816,80,0,1.5494594846400271,81066261.920101,12.592232867144071,63063.01227616278,480,0.05681584807956365,410.9599076149364,0.026233818473216815,131.38127557533912,0.0
PRTD,27,0.3,Traffic,20260817,80,0,1.7030905839649741,89324040.79803038,13.353154354856395,66823.94300640495,480,0.05956597504666874,431.3835319788683,0.02781907157261749,139.2165479300103,0.0
PRTD,27,0.3,Traffic,20260818,80,0,3.509214934910718,184995218.7285249,16.86865973997077,84512.2774206168,480,0.08550359318607997,620.8113285728821,0.03514304112493911,176.067244626285,0.0
PRTD,27,0.3,Traffic,20260819,80,0,1.7914580568772616,94135208.03068724,14.060057777969975,70334.4266347016,480,0.061091769373303975,442.84875152877925,0.02929178703743745,146.53005548896166,0.0
PRTD,27,0.3,Traffic,20260820,80,0,1.421659214180498,73918781.62291706,13.019438848599066,65092.41929323185,480,0.05442233024726803,392.4251033183409,0.027123830934581386,135.6092068608997,0.0
PRTD,27,0.3,Traffic,20260821,80,0,2.3139071730089955,120072572.97071025,12.97844320869137,64909.86378919523,480,0.06943082848251735,500.15117083635795,0.027038423351440355,135.22888289415673,0.0
PRTD,27,0.3,Traffic,20260822,80,0,1.5224970312496777,80653120.24963081,14.474808487675974,72547.33524028065,480,0.05631934672120669,409.91137316912483,0.03015585101599161,151.14028175058468,0.0
PRTD,27,0.3,Traffic,20260823,80,0,1.3484240876489704,71414750.99796526,12.271054168225547,61480.85091274165,480,0.053002045708337414,385.7210536719002,0.025564696183803224,128.08510606821176,0.0
PRTD,27,0.3,Traffic,20260824,80,0,0.3498052799732485,18355529.087032985,10.677814714477385,53460.00444331695,480,0.026995573710226418,195.55225797209653,0.022245447321827885,111.37500925691032,0.0
PRTD,27,0.3,Traffic,20260825,80,0,0.2532099102989301,13219312.377388844,9.741931512118985,48755.48695774813,480,0.022967817625018365,165.95250561398612,0.020295690650247885,101.57393116197527,0.0
PRTD,27,0.3,Traffic,20260826,80,0,1.5364413654357911,80585195.5871774,13.63812783239417,68208.11888772705,480,0.05657666931982268,409.7387266782979,0.028412766317487854,142.1002476827647,0.0
PRTD,27,0.3,Traffic,20260827,80,0,0.31508941235655563,16520428.943870107,10.654828255974234,53384.80077083135,480,0.02562101238715645,185.51970326552754,0.02219755886661299,111.21833493923198,0.0
PRTD,27,0.3,Traffic,20260828,80,0,3.1180779002507366,162266219.21689022,17.26312843179012,86318.09908446221,480,0.08059773958072503,581.4246497771842,0.03596485089956274,179.82937309262962,0.0
PRTD,27,0.3,Traffic,20260829,80,0,0.31158950426786713,16299697.827827584,10.252397642491907,51341.85932057471,480,0.025478320206757284,184.27616180063586,0.021359161755191473,106.96220691786398,0.0
PRTD,27,0.3,Traffic,20260830,80,0,0.3700034612691738,19368489.525989298,11.06858461710979,55389.42596658079,480,0.027764015277167292,200.87563278260268,0.023059551285645397,115.39463743037665,0.0
PRTD,27,0.3,Traffic,20260831,80,0,1.5814205778908477,83067315.59647475,14.34266091419656,71898.57870078101,480,0.057398834517255366,416.00109073493513,0.029880543571242833,149.78870562662712,0.0
PRTD,27,0.3,Traffic,20260832,80,0,1.7946888100943978,94402454.70377357,13.930354279613278,69722.53169163821,480,0.061146831651607225,443.4769223227536,0.029021571415860994,145.25527435757962,0.0
PRTD,27,0.3,Traffic,20260833,80,0,0.450417629428922,23609023.88208112,12.351743243098625,61845.6066075078,480,0.030632826531520954,221.77796649126876,0.025732798423122136,128.84501376564126,0.0
PRTD,27,0.3,Traffic,20260834,80,0,1.5005614964343992,77638499.75101684,12.825405348737863,64150.28493198967,480,0.05591216132683775,402.17766531880545,0.026719594476537215,133.64642694164516,0.0
PRTD,27,0.3,Traffic,20260835,80,0,2.345697433634269,124119554.47339508,14.109203652088379,70676.16287379587,480,0.06990614889553512,508.5099853030483,0.029394174275184124,147.24200598707472,0.0
PRTD,27,0.3,Traffic,20260836,80,0,0.3634645274365877,19134848.638865277,11.19070071374233,56117.10451454758,480,0.027517590110561842,199.66038164251813,0.023313959820296524,116.91063440530746,0.0
PRTD,27,0.3,Traffic,20260837,80,0,0.32708329258948343,17174307.021040026,10.627848491089962,53202.52523569209,480,0.026104090220271815,189.1555082302215,0.022141351023104088,110.83859424102519,0.0
