method,mode,scene,seed,honest_report_acceptance
RPPS-TDC,onoff,Traffic,20260828,0.8640522875816994
RPPS-TDC,onoff,Traffic,20260829,0.9443742098609356
RPPS-TDC,onoff,Traffic,20260830,0.10996119016817593
RPPS-TDC,onoff,Traffic,20260831,0.9894875164257556
RPPS-TDC,onoff,Traffic,20260832,0.9436435124508519
RPPS-TDC,onoff,Traffic,20260833,0.8620236530880421
RPPS-TDC,onoff,Traffic,20260834,0.9987096774193548
RPPS-TDC,onoff,Traffic,20260835,0.7556675062972292
RPPS-TDC,onoff,Traffic,20260836,1.0
RPPS-TDC,onoff,Traffic,20260837,0.9856957087126138
RPPS-TDC,onoff,Water,20260808,0.0
RPPS-TDC,onoff,Water,20260809,0.974390243902439
RPPS-TDC,onoff,Water,20260810,0.927007299270073
RPPS-TDC,onoff,Water,20260811,0.16605616605616605
RPPS-TDC,onoff,Water,20260812,0.9439707673568819
RPPS-TDC,onoff,Water,20260813,0.9002433090024331
RPPS-TDC,onoff,Water,20260814,0.0024449877750611247
RPPS-TDC,onoff,Water,20260815,0.03067484662576687
RPPS-TDC,onoff,Water,20260816,0.0655940594059406
RPPS-TDC,onoff,Water,20260817,0.9643281807372176
RPPS-TDC,onoff,Water,20260818,0.9542079207920792
RPPS-TDC,onoff,Water,20260819,0.9658952496954933
RPPS-TDC,onoff,Water,20260820,0.03182374541003672
RPPS-TDC,onoff,Water,20260821,0.965389369592089
RPPS-TDC,onoff,Water,20260822,0.950920245398773
RPPS-TDC,onoff,Water,20260823,0.9517326732673267
RPPS-TDC,onoff,Water,20260824,0.9039408866995073
RPPS-TDC,onoff,Water,20260825,0.9676214196762142
RPPS-TDC,onoff,Water,20260826,0.9654747225647349
RPPS-TDC,onoff,Water,20260827,0.9362980769230769
RPPS-TDC,onoff,Water,20260828,0.9701120797011208
RPPS-TDC,onoff,Water,20260829,0.947560975609756
RPPS-TDC,onoff,Water,20260830,0.9432799013563502
RPPS-TDC,onoff,Water,20260831,0.001218026796589525
RPPS-TDC,onoff,Water,20260832,0.9698431845597105
RPPS-TDC,onoff,Water,20260833,0.13267813267813267
RPPS-TDC,onoff,Water,20260834,0.9593094944512947
RPPS-TDC,onoff,Water,20260835,0.028950542822677925
RPPS-TDC,onoff,Water,20260836,0.9548229548229549
RPPS-TDC,onoff,Water,20260837,0.9326805385556916
