protocol,n,dimension,payload_bytes,seed,audit_mode,offchain_active_ms,declared_wait_ms,offchain_final_ms,worker_ms,tp_sp_cloudA_ms,dr_cloudB_ms,rb_rc_ta_ms,auditor_ms,analytics_ms,crypto_and_protocol_ms,traffic_task_bytes,traffic_report_bytes,iterations,retained_count,valid,run
RPPS-TDC,27,9,256,2026351013,normal,6856.20207,0.0,6856.20207,4712.594508,201.350861,1804.351187,137.503857,0.0,1235.400397,5620.801673,415148,6912.0,8,22,True,13
PRTD,27,9,256,2026351013,normal,13286.367302,0.0,13286.367302,9397.994677,2165.175627,1613.603952,108.651201,0.0,376.41207,12909.955232,462832,7808.0,8,27,True,13
IRPP-TD,27,9,256,2026351013,normal,52.627666,0.0,52.627666,42.286673,1.51263,8.589315,0.0,0.0,3.655755,48.971911,321786,1568.0,6,27,True,13
RPPS-TDC,27,9,256,2026351014,normal,7030.250894,0.0,7030.250894,4843.296417,205.785976,1839.838217,140.81777,0.0,1259.019466,5771.231428,415148,6912.0,8,22,True,14
PRTD,27,9,256,2026351014,normal,13230.179379,0.0,13230.179379,9369.303371,2151.589838,1600.611758,107.62357,0.0,373.476425,12856.702953999998,462832,7808.0,8,27,True,14
IRPP-TD,27,9,256,2026351014,normal,51.382228,0.0,51.382228,41.46813,1.460956,8.25851,0.0,0.0,3.696028,47.6862,321786,1568.0,6,27,True,14
BSIF,27,9,256,2026351014,normal,6557.742965,0.0,6557.742965,4808.259021,1372.250382,377.131677,0.0,0.0,0.085702,6557.657263,357800,7324.0,1,19,True,14
PRTD,27,9,256,2026351015,normal,13200.906317,0.0,13200.906317,9350.061418,2140.389563,1601.677027,107.831642,0.0,373.880785,12827.025532000001,462832,7808.0,8,27,True,15
IRPP-TD,27,9,256,2026351015,normal,52.07208,0.0,52.07208,42.022629,1.515796,8.33784,0.0,0.0,3.652256,48.419824,321786,1568.0,6,27,True,15
BSIF,27,9,256,2026351015,normal,6529.436649,0.0,6529.436649,4792.001456,1362.98652,374.355517,0.0,0.0,0.080473,6529.356176,357800,7324.0,1,19,True,15
RPPS-TDC,27,9,256,2026351015,normal,6972.545469,0.0,6972.545469,4789.654507,204.857407,1837.677607,139.968668,0.0,1257.411774,5715.1336949999995,415148,6912.0,8,22,True,15
IRPP-TD,27,9,256,2026351016,normal,51.858533,0.0,51.858533,41.635204,1.468158,8.561832,0.0,0.0,3.905933,47.952600000000004,321786,1568.0,6,27,True,16
BSIF,27,9,256,2026351016,normal,6530.924761,0.0,6530.924761,4792.108025,1364.224397,374.500595,0.0,0.0,0.07887,6530.845891,357800,7324.0,1,19,True,16
RPPS-TDC,27,9,256,2026351016,normal,6977.081571,0.0,6977.081571,4793.008241,205.412691,1838.477991,139.758655,0.0,1259.049275,5718.032295999999,415148,6912.0,8,22,True,16
PRTD,27,9,256,2026351016,normal,13179.921414,0.0,13179.921414,9336.640145,2141.442559,1593.154936,107.65431,0.0,371.68288,12808.238534,462832,7808.0,8,27,True,16
BSIF,27,9,256,2026351017,normal,6567.872017,0.0,6567.872017,4819.704902,1370.996145,377.089197,0.0,0.0,0.08055,6567.791467,357800,7324.0,1,19,True,17
RPPS-TDC,27,9,256,2026351017,normal,6972.482763,0.0,6972.482763,4783.810895,204.8562,1843.811336,139.632212,0.0,1264.403892,5708.078871,415148,6912.0,8,22,True,17
PRTD,27,9,256,2026351017,normal,13174.498795,0.0,13174.498795,9332.112271,2137.427018,1595.866977,108.132663,0.0,372.228354,12802.270440999999,462832,7808.0,8,27,True,17
IRPP-TD,27,9,256,2026351017,normal,51.693377,0.0,51.693377,41.784234,1.528977,8.169992,0.0,0.0,3.58896,48.104417,321786,1568.0,6,27,True,17
RPPS-TDC,27,9,256,2026351018,normal,7029.105513,0.0,7029.105513,4819.695896,206.654052,1861.467403,140.877381,0.0,1274.084871,5755.020642,415148,6912.0,8,22,True,18
PRTD,27,9,256,2026351018,normal,13227.381595,0.0,13227.381595,9368.53526,2149.626487,1600.490732,107.785279,0.0,372.657364,12854.724231,462832,7808.0,8,27,True,18
IRPP-TD,27,9,256,2026351018,normal,52.033335,0.0,52.033335,41.773784,1.49228,8.56344,0.0,0.0,3.736691,48.296644,321786,1568.0,6,27,True,18
BSIF,27,9,256,2026351018,normal,6566.274017,0.0,6566.274017,4814.134179,1375.184456,376.873978,0.0,0.0,0.07964,6566.194377,357800,7324.0,1,19,True,18
PRTD,27,9,256,2026351019,normal,13286.793947,0.0,13286.793947,9403.344872,2163.487348,1609.833687,109.22769,0.0,378.857159,12907.936788,462832,7808.0,8,27,True,19
IRPP-TD,27,9,256,2026351019,normal,53.661685,0.0,53.661685,42.874575,1.558958,9.016628,0.0,0.0,4.119274,49.542411,321786,1568.0,6,27,True,19
BSIF,27,9,256,2026351019,normal,6544.134348,0.0,6544.134348,4800.675322,1366.447192,376.92059,0.0,0.0,0.081861,6544.052487,357800,7324.0,1,19,True,19
RPPS-TDC,27,9,256,2026351019,normal,6992.872975,0.0,6992.872975,4803.152489,205.009753,1845.092401,139.210206,0.0,1262.707473,5730.165502,415148,6912.0,8,22,True,19
IRPP-TD,27,9,256,2026351020,normal,52.031899,0.0,52.031899,42.123909,1.477961,8.231353,0.0,0.0,3.527295,48.504604,321786,1568.0,6,27,True,20
BSIF,27,9,256,2026351020,normal,6537.537264,0.0,6537.537264,4798.185601,1364.104717,375.161898,0.0,0.0,0.08053,6537.456733999999,357800,7324.0,1,19,True,20
RPPS-TDC,27,9,256,2026351020,normal,6985.740111,0.0,6985.740111,4802.693595,204.365401,1839.328246,138.961408,0.0,1258.062016,5727.678095,415148,6912.0,8,22,True,20
PRTD,27,9,256,2026351020,normal,13215.458992,0.0,13215.458992,9357.742341,2152.540332,1596.168116,107.993021,0.0,372.135012,12843.32398,462832,7808.0,8,27,True,20
BSIF,27,9,256,2026351021,normal,6561.522685,0.0,6561.522685,4815.974035,1370.717344,374.73925,0.0,0.0,0.080909,6561.441776,357800,7324.0,1,19,True,21
RPPS-TDC,27,9,256,2026351021,normal,6986.228734,0.0,6986.228734,4800.451272,205.436737,1840.387993,139.566577,0.0,1259.119697,5727.109037,415148,6912.0,8,22,True,21
PRTD,27,9,256,2026351021,normal,13254.754661,0.0,13254.754661,9406.883537,2142.965149,1594.768796,109.083144,0.0,372.000815,12882.753846000001,462832,7808.0,8,27,True,21
IRPP-TD,27,9,256,2026351021,normal,52.483168,0.0,52.483168,42.307557,1.522088,8.434141,0.0,0.0,3.772662,48.710506,321786,1568.0,6,27,True,21
RPPS-TDC,27,9,256,2026351022,normal,7034.961552,0.0,7034.961552,4833.796002,206.481088,1854.343525,139.962975,0.0,1266.425316,5768.536236,415148,6912.0,8,22,True,22
PRTD,27,9,256,2026351022,normal,13431.034877,0.0,13431.034877,9557.335375,2158.798538,1605.027227,108.951149,0.0,373.150349,13057.884528,462832,7808.0,8,27,True,22
IRPP-TD,27,9,256,2026351022,normal,52.231362,0.0,52.231362,42.099835,1.495442,8.440113,0.0,0.0,3.910104,48.321258,321786,1568.0,6,27,True,22
BSIF,27,9,256,2026351022,normal,6506.342689,0.0,6506.342689,4783.026029,1351.449305,371.762212,0.0,0.0,0.082022,6506.2606670000005,357800,7324.0,1,19,True,22
PRTD,27,9,256,2026351023,normal,13278.531785,0.0,13278.531785,9364.206804,2175.681077,1627.600517,110.058925,0.0,379.383367,12899.148417999999,462832,7808.0,8,27,True,23
IRPP-TD,27,9,256,2026351023,normal,52.596125,0.0,52.596125,42.257605,1.512575,8.623261,0.0,0.0,3.822642,48.773483,321786,1568.0,6,27,True,23
BSIF,27,9,256,2026351023,normal,6560.752074,0.0,6560.752074,4818.237801,1366.783838,375.621182,0.0,0.0,0.081696,6560.670378,357800,7324.0,1,19,True,23
RPPS-TDC,27,9,256,2026351023,normal,6998.430972,0.0,6998.430972,4800.1367,206.783694,1850.457553,140.672926,0.0,1267.376684,5731.054288,415148,6912.0,8,22,True,23
IRPP-TD,27,9,256,2026351024,normal,53.640278,0.0,53.640278,43.179848,1.524309,8.725399,0.0,0.0,3.838421,49.801857000000005,321786,1568.0,6,27,True,24
BSIF,27,9,256,2026351024,normal,6559.140871,0.0,6559.140871,4828.043531,1357.440604,373.557526,0.0,0.0,0.087693,6559.053177999999,357800,7324.0,1,19,True,24
RPPS-TDC,27,9,256,2026351024,normal,6993.574581,0.0,6993.574581,4780.162414,211.395863,1858.126649,143.490951,0.0,1262.870659,5730.703922,415148,6912.0,8,22,True,24
PRTD,27,9,256,2026351024,normal,13334.751367,0.0,13334.751367,9480.307415,2151.699862,1593.978207,107.805716,0.0,372.634002,12962.117365,462832,7808.0,8,27,True,24
BSIF,27,9,256,2026351025,normal,6529.238372,0.0,6529.238372,4791.85861,1363.381192,373.921853,0.0,0.0,0.079323,6529.159049,357800,7324.0,1,19,True,25
RPPS-TDC,27,9,256,2026351025,normal,6968.534586,0.0,6968.534586,4786.31726,204.988051,1837.374437,139.470318,0.0,1258.473798,5710.060788,415148,6912.0,8,22,True,25
PRTD,27,9,256,2026351025,normal,13220.019831,0.0,13220.019831,9368.485649,2143.745463,1596.764187,109.947412,0.0,371.485765,12848.534066,462832,7808.0,8,27,True,25
IRPP-TD,27,9,256,2026351025,normal,65.35418,0.0,65.35418,50.357848,1.781207,12.901081,0.0,0.0,6.295182,59.058998,321786,1568.0,6,27,True,25
RPPS-TDC,27,9,256,2026351026,normal,7007.851066,0.0,7007.851066,4823.756092,204.725094,1839.342365,139.572578,0.0,1259.808043,5748.043023,415148,6912.0,8,22,True,26
PRTD,27,9,256,2026351026,normal,13297.372809,0.0,13297.372809,9406.077457,2171.106929,1611.40649,107.732622,0.0,371.855499,12925.517310000001,462832,7808.0,8,27,True,26
IRPP-TD,27,9,256,2026351026,normal,52.525138,0.0,52.525138,42.315492,1.456631,8.549399,0.0,0.0,3.782989,48.742149,321786,1568.0,6,27,True,26
BSIF,27,9,256,2026351026,normal,6801.493487,0.0,6801.493487,4847.432409,1417.901429,536.057588,0.0,0.0,0.080088,6801.413399,419752,7324.0,1,27,True,26
PRTD,27,9,256,2026351027,normal,13312.739807,0.0,13312.739807,9433.741012,2153.10019,1616.637425,108.290886,0.0,374.17611,12938.563697,462832,7808.0,8,27,True,27
IRPP-TD,27,9,256,2026351027,normal,51.57244,0.0,51.57244,41.574612,1.496367,8.307351,0.0,0.0,3.765736,47.806704,321786,1568.0,6,27,True,27
BSIF,27,9,256,2026351027,normal,6620.915031,0.0,6620.915031,4830.057964,1414.769394,375.994065,0.0,0.0,0.080938,6620.834093,357800,7324.0,1,19,True,27
RPPS-TDC,27,9,256,2026351027,normal,7054.228945,0.0,7054.228945,4825.469916,205.10692,1878.631734,144.611923,0.0,1292.97848,5761.250465,415148,6912.0,8,22,True,27
IRPP-TD,27,9,256,2026351028,normal,53.083868,0.0,53.083868,43.161993,1.47949,8.245983,0.0,0.0,3.537654,49.546214000000006,321786,1568.0,6,27,True,28
BSIF,27,9,256,2026351028,normal,6543.773704,0.0,6543.773704,4800.175864,1367.781475,375.721101,0.0,0.0,0.080685,6543.693019,357800,7324.0,1,19,True,28
RPPS-TDC,27,9,256,2026351028,normal,7029.687837,0.0,7029.687837,4840.684939,205.67133,1842.694642,140.141841,0.0,1261.081699,5768.606138,415148,6912.0,8,22,True,28
PRTD,27,9,256,2026351028,normal,13198.865121,0.0,13198.865121,9350.779477,2141.891053,1596.298563,108.965127,0.0,371.825891,12827.03923,462832,7808.0,8,27,True,28
BSIF,27,9,256,2026351029,normal,6828.706656,0.0,6828.706656,4943.643098,1498.683746,386.268455,0.0,0.0,0.079473,6828.6271830000005,357800,7324.0,1,19,True,29
RPPS-TDC,27,9,256,2026351029,normal,7346.778681,0.0,7346.778681,4992.682413,214.732586,1986.640452,151.991743,0.0,1377.869661,5968.90902,415148,6912.0,8,22,True,29
PRTD,27,9,256,2026351029,normal,13427.645588,0.0,13427.645588,9489.682036,2168.908957,1659.448163,107.981788,0.0,387.999085,13039.646503,462832,7808.0,8,27,True,29
IRPP-TD,27,9,256,2026351029,normal,53.079402,0.0,53.079402,42.716816,1.526975,8.589815,0.0,0.0,3.847414,49.231988,321786,1568.0,6,27,True,29
IRPP-TD,39,9,256,2026471000,normal,98.729731,0.0,98.729731,84.242823,2.128858,12.061753,0.0,0.0,5.162128,93.567603,555906,1568.0,7,39,True,0
BSIF,39,9,256,2026471000,normal,9894.307951,0.0,9894.307951,7037.042683,2080.257329,776.772454,0.0,0.0,0.08637,9894.221581,606280,7324.0,1,39,True,0
RPPS-TDC,39,9,256,2026471000,normal,10254.83288,0.0,10254.83288,6996.413753,225.315429,2823.873202,208.063907,0.0,1903.253228,8351.579652,596540,6912.0,9,32,True,0
PRTD,39,9,256,2026471000,normal,18516.434312,0.0,18516.434312,13716.745872,2478.249757,2162.216192,156.934235,0.0,375.805841,18140.628471,643744,7808.0,8,39,True,0
BSIF,39,9,256,2026471001,normal,9855.731517,0.0,9855.731517,7011.683775,2065.301289,778.543426,0.0,0.0,0.08386,9855.647657,606280,7324.0,1,39,True,1
RPPS-TDC,39,9,256,2026471001,normal,10110.24913,0.0,10110.24913,7016.502775,218.976303,2669.491012,204.227957,0.0,1841.996189,8268.252941,596540,6912.0,9,32,True,1
PRTD,39,9,256,2026471001,normal,18478.709378,0.0,18478.709378,13654.79643,2495.705894,2167.651411,158.475092,0.0,379.21013,18099.499248,643744,7808.0,8,39,True,1
IRPP-TD,39,9,256,2026471001,normal,101.324834,0.0,101.324834,86.638402,2.203623,12.167557,0.0,0.0,5.302167,96.022667,555906,1568.0,7,39,True,1
RPPS-TDC,39,9,256,2026471002,normal,10233.738576,0.0,10233.738576,7114.13943,220.626095,2692.608967,205.154328,0.0,1861.637232,8372.101343999999,596540,6912.0,8,32,True,2
PRTD,39,9,256,2026471002,normal,18615.529971,0.0,18615.529971,13785.854385,2488.985124,2181.99956,156.430105,0.0,378.451464,18237.078507,643744,7808.0,8,39,True,2
IRPP-TD,39,9,256,2026471002,normal,98.63887,0.0,98.63887,84.317727,2.150007,11.860811,0.0,0.0,5.158003,93.480867,555906,1568.0,7,39,True,2
BSIF,39,9,256,2026471002,normal,9698.455403,0.0,9698.455403,7110.924798,2040.141061,547.193994,0.0,0.0,0.089669,9698.365733999999,513352,7324.0,1,27,True,2
PRTD,39,9,256,2026471003,normal,18545.645332,0.0,18545.645332,13738.197427,2479.146128,2169.529024,156.693713,0.0,376.041373,18169.603959,643744,7808.0,8,39,True,3
IRPP-TD,39,9,256,2026471003,normal,99.061273,0.0,99.061273,84.798681,2.172487,11.777536,0.0,0.0,5.074675,93.986598,555906,1568.0,7,39,True,3
BSIF,39,9,256,2026471003,normal,9563.700629,0.0,9563.700629,7015.75418,2003.340489,544.405511,0.0,0.0,0.085506,9563.615123000001,513352,7324.0,1,27,True,3
RPPS-TDC,39,9,256,2026471003,normal,10139.129593,0.0,10139.129593,7046.845614,220.184529,2666.479042,204.489457,0.0,1839.51558,8299.614013,596540,6912.0,8,32,True,3
IRPP-TD,39,9,256,2026471004,normal,99.716443,0.0,99.716443,85.543119,2.139802,11.746971,0.0,0.0,5.047593,94.66884999999999,555906,1568.0,7,39,True,4
BSIF,39,9,256,2026471004,normal,9564.699396,0.0,9564.699396,7028.132953,1996.959918,539.391267,0.0,0.0,0.087159,9564.612237,513352,7324.0,1,27,True,4
RPPS-TDC,39,9,256,2026471004,normal,10168.012901,0.0,10168.012901,7030.017606,221.388424,2708.084316,207.371453,0.0,1866.438565,8301.574336,596540,6912.0,9,32,True,4
PRTD,39,9,256,2026471004,normal,18822.627699,0.0,18822.627699,13944.374244,2519.008441,2198.358629,158.611972,0.0,383.114468,18439.513231,643744,7808.0,8,39,True,4
BSIF,39,9,256,2026471005,normal,9664.502733,0.0,9664.502733,7129.969112,1994.359592,539.96725,0.0,0.0,0.087909,9664.414824,513352,7324.0,1,27,True,5
RPPS-TDC,39,9,256,2026471005,normal,10129.213225,0.0,10129.213225,7013.509539,233.490807,2676.360381,204.737686,0.0,1840.155186,8289.058039,596540,6912.0,8,32,True,5
PRTD,39,9,256,2026471005,normal,18496.408965,0.0,18496.408965,13693.210939,2481.202515,2162.937289,157.080677,0.0,377.190842,18119.218123,643744,7808.0,8,39,True,5
IRPP-TD,39,9,256,2026471005,normal,99.27863,0.0,99.27863,84.721546,2.140088,12.09593,0.0,0.0,5.337747,93.94088300000001,555906,1568.0,7,39,True,5
RPPS-TDC,39,9,256,2026471006,normal,10100.631473,0.0,10100.631473,7011.163098,218.451138,2665.926827,204.061991,0.0,1839.400157,8261.231316,596540,6912.0,8,32,True,6
PRTD,39,9,256,2026471006,normal,18496.879421,0.0,18496.879421,13689.525733,2485.080385,2163.159478,157.109433,0.0,376.685239,18120.194182000003,643744,7808.0,8,39,True,6
IRPP-TD,39,9,256,2026471006,normal,99.118287,0.0,99.118287,84.857458,2.149143,11.792889,0.0,0.0,5.128518,93.989769,555906,1568.0,7,39,True,6
BSIF,39,9,256,2026471006,normal,9617.730138,0.0,9617.730138,7039.543514,2030.588122,547.396041,0.0,0.0,0.087924,9617.642214000001,513352,7324.0,1,27,True,6
PRTD,39,9,256,2026471007,normal,18794.797932,0.0,18794.797932,13914.97563,2518.302235,2200.662908,158.691002,0.0,385.41681,18409.381122000003,643744,7808.0,8,39,True,7
IRPP-TD,39,9,256,2026471007,normal,100.716791,0.0,100.716791,86.393453,2.161038,11.842526,0.0,0.0,5.18589,95.530901,555906,1568.0,7,39,True,7
BSIF,39,9,256,2026471007,normal,9693.423852,0.0,9693.423852,7129.61015,2022.804654,540.801416,0.0,0.0,0.085121,9693.338731,513352,7324.0,1,27,True,7
RPPS-TDC,39,9,256,2026471007,normal,10151.472615,0.0,10151.472615,7016.103787,223.065344,2701.022313,210.206173,0.0,1846.436002,8305.036613,596540,6912.0,9,32,True,7
IRPP-TD,39,9,256,2026471008,normal,101.846446,0.0,101.846446,87.172348,2.217851,12.116689,0.0,0.0,5.216672,96.629774,555906,1568.0,7,39,True,8
BSIF,39,9,256,2026471008,normal,9779.765036,0.0,9779.765036,7192.921536,2035.568622,551.054525,0.0,0.0,0.085301,9779.679735000002,513352,7324.0,1,27,True,8
RPPS-TDC,39,9,256,2026471008,normal,10279.748228,0.0,10279.748228,7172.987148,219.806287,2681.597751,204.156248,0.0,1852.926306,8426.821922000001,596540,6912.0,9,32,True,8
PRTD,39,9,256,2026471008,normal,18795.2848,0.0,18795.2848,13905.991499,2522.830724,2205.590056,158.664085,0.0,384.475812,18410.808988,643744,7808.0,8,39,True,8
BSIF,39,9,256,2026471009,normal,10012.236068,0.0,10012.236068,7135.380433,2087.480492,789.164679,0.0,0.0,0.085444,10012.150624,606280,7324.0,1,39,True,9
RPPS-TDC,39,9,256,2026471009,normal,10256.226764,0.0,10256.226764,7127.195119,228.412368,2695.455145,203.969183,0.0,1866.634784,8389.59198,596540,6912.0,8,32,True,9
PRTD,39,9,256,2026471009,normal,18521.887317,0.0,18521.887317,13687.036409,2488.584791,2180.070521,164.074963,0.0,380.076623,18141.810694,643744,7808.0,8,39,True,9
IRPP-TD,39,9,256,2026471009,normal,103.179497,0.0,103.179497,87.843066,2.442483,12.563759,0.0,0.0,5.435199,97.744298,555906,1568.0,7,39,True,9
RPPS-TDC,39,9,256,2026471010,normal,10284.675451,0.0,10284.675451,7190.229175,219.063756,2669.829695,204.441994,0.0,1841.124501,8443.550949999999,596540,6912.0,9,32,True,10
PRTD,39,9,256,2026471010,normal,18595.156827,0.0,18595.156827,13740.626591,2501.082242,2193.726655,157.444417,0.0,380.220556,18214.936271,643744,7808.0,8,39,True,10
IRPP-TD,39,9,256,2026471010,normal,100.981677,0.0,100.981677,86.016092,2.14979,12.432067,0.0,0.0,5.322456,95.659221,555906,1568.0,7,39,True,10
BSIF,39,9,256,2026471010,normal,9672.457947,0.0,9672.457947,7136.640861,1995.438832,540.164619,0.0,0.0,0.087614,9672.370333,513352,7324.0,1,27,True,10
PRTD,39,9,256,2026471011,normal,18717.960389,0.0,18717.960389,13843.281227,2515.591125,2197.283951,159.701344,0.0,384.724911,18333.235478,643744,7808.0,8,39,True,11
IRPP-TD,39,9,256,2026471011,normal,101.554155,0.0,101.554155,86.941218,2.187697,12.104963,0.0,0.0,5.094918,96.459237,555906,1568.0,6,39,True,11
BSIF,39,9,256,2026471011,normal,9646.222799,0.0,9646.222799,7084.837661,2009.148644,552.022526,0.0,0.0,0.085572,9646.137227,513352,7324.0,1,27,True,11
RPPS-TDC,39,9,256,2026471011,normal,10280.555291,0.0,10280.555291,7128.024115,222.206083,2720.704298,208.360129,0.0,1878.530733,8402.024558000001,596540,6912.0,8,32,True,11
IRPP-TD,39,9,256,2026471012,normal,100.862879,0.0,100.862879,86.16046,2.168204,12.200944,0.0,0.0,5.382435,95.480444,555906,1568.0,7,39,True,12
BSIF,39,9,256,2026471012,normal,9742.361346,0.0,9742.361346,7153.612044,2043.856882,544.650232,0.0,0.0,0.085353,9742.275993,513352,7324.0,1,27,True,12
RPPS-TDC,39,9,256,2026471012,normal,10284.78522,0.0,10284.78522,7143.716641,221.238948,2709.626922,208.99623,0.0,1870.051652,8414.733568,596540,6912.0,8,32,True,12
PRTD,39,9,256,2026471012,normal,18655.869052,0.0,18655.869052,13786.40436,2515.712683,2193.775026,157.771452,0.0,383.644617,18272.224434999996,643744,7808.0,8,39,True,12
BSIF,39,9,256,2026471013,normal,9668.90141,0.0,9668.90141,7123.032617,2005.650879,540.003647,0.0,0.0,0.088621,9668.812789,513352,7324.0,1,27,True,13
RPPS-TDC,39,9,256,2026471013,normal,10209.687417,0.0,10209.687417,7064.53065,223.781846,2713.096013,207.069491,0.0,1869.58594,8340.101477,596540,6912.0,8,32,True,13
PRTD,39,9,256,2026471013,normal,18489.835918,0.0,18489.835918,13686.561146,2482.439575,2162.297813,156.483722,0.0,376.79522,18113.040698,643744,7808.0,8,39,True,13
IRPP-TD,39,9,256,2026471013,normal,100.395183,0.0,100.395183,85.42907,2.305001,12.312898,0.0,0.0,5.268955,95.126228,555906,1568.0,7,39,True,13
RPPS-TDC,39,9,256,2026471014,normal,10107.920272,0.0,10107.920272,7016.941526,218.40245,2667.389795,204.131982,0.0,1840.242223,8267.678049,596540,6912.0,9,32,True,14
PRTD,39,9,256,2026471014,normal,18484.707367,0.0,18484.707367,13682.403298,2480.205375,2162.863057,157.20431,0.0,376.704989,18108.002377999997,643744,7808.0,8,39,True,14
IRPP-TD,39,9,256,2026471014,normal,101.814581,0.0,101.814581,86.220062,2.31825,12.922904,0.0,0.0,5.6341,96.180481,555906,1568.0,7,39,True,14
BSIF,39,9,256,2026471014,normal,9946.913813,0.0,9946.913813,7106.721741,2059.467645,780.511887,0.0,0.0,0.087099,9946.826713999999,606280,7324.0,1,39,True,14
PRTD,39,9,256,2026471015,normal,18711.460221,0.0,18711.460221,13829.706865,2519.729854,2202.317411,157.563543,0.0,385.897752,18325.562469,643744,7808.0,8,39,True,15
IRPP-TD,39,9,256,2026471015,normal,100.023842,0.0,100.023842,85.59011,2.170518,11.952469,0.0,0.0,5.214103,94.80973900000001,555906,1568.0,7,39,True,15
BSIF,39,9,256,2026471015,normal,10039.083864,0.0,10039.083864,7144.816703,2099.791728,794.233585,0.0,0.0,0.085325,10038.998539,606280,7324.0,1,39,True,15
RPPS-TDC,39,9,256,2026471015,normal,10308.338205,0.0,10308.338205,7145.633754,223.498419,2730.669771,207.299948,0.0,1883.838205,8424.5,596540,6912.0,8,32,True,15
IRPP-TD,39,9,256,2026471016,normal,103.076271,0.0,103.076271,88.541518,2.185469,12.038039,0.0,0.0,5.137992,97.93827900000001,555906,1568.0,7,39,True,16
BSIF,39,9,256,2026471016,normal,10028.44957,0.0,10028.44957,7135.068734,2096.742145,796.419764,0.0,0.0,0.087829,10028.361741,606280,7324.0,1,39,True,16
RPPS-TDC,39,9,256,2026471016,normal,10239.802419,0.0,10239.802419,7114.582919,219.374791,2700.685086,203.962101,0.0,1873.115317,8366.687102,596540,6912.0,8,32,True,16
PRTD,39,9,256,2026471016,normal,18743.320191,0.0,18743.320191,13879.326633,2514.597922,2189.892448,157.272531,0.0,382.577311,18360.742879999998,643744,7808.0,8,39,True,16
BSIF,39,9,256,2026471017,normal,9891.308119,0.0,9891.308119,7043.432523,2058.431057,789.256278,0.0,0.0,0.129813,9891.178306,606280,7324.0,1,39,True,17
RPPS-TDC,39,9,256,2026471017,normal,10124.344354,0.0,10124.344354,7028.550275,219.32887,2670.801917,204.585073,0.0,1840.095549,8284.248805000001,596540,6912.0,8,32,True,17
PRTD,39,9,256,2026471017,normal,18774.981097,0.0,18774.981097,13915.24241,2508.864415,2191.180219,157.375771,0.0,383.088745,18391.892352,643744,7808.0,8,39,True,17
IRPP-TD,39,9,256,2026471017,normal,100.518506,0.0,100.518506,85.798329,2.183658,12.204958,0.0,0.0,5.312007,95.20649900000001,555906,1568.0,7,39,True,17
RPPS-TDC,39,9,256,2026471018,normal,10173.227672,0.0,10173.227672,7076.736165,219.863372,2670.979604,204.53234,0.0,1842.814604,8330.413068000002,596540,6912.0,8,32,True,18
PRTD,39,9,256,2026471018,normal,18755.076455,0.0,18755.076455,13866.658401,2518.462045,2207.625521,160.0981,0.0,384.352905,18370.72355,643744,7808.0,8,39,True,18
IRPP-TD,39,9,256,2026471018,normal,102.160363,0.0,102.160363,87.388411,2.233344,12.210975,0.0,0.0,5.273806,96.88655700000001,555906,1568.0,7,39,True,18
BSIF,39,9,256,2026471018,normal,9756.566209,0.0,9756.566209,7162.196059,2040.042941,554.110029,0.0,0.0,0.408655,9756.157554000001,513352,7324.0,1,27,True,18
PRTD,39,9,256,2026471019,normal,18526.624838,0.0,18526.624838,13704.067459,2494.977869,2166.676893,158.953629,0.0,377.17996,18149.444878,643744,7808.0,8,39,True,19
IRPP-TD,39,9,256,2026471019,normal,104.740271,0.0,104.740271,89.300767,2.212141,12.891769,0.0,0.0,5.535797,99.204474,555906,1568.0,7,39,True,19
BSIF,39,9,256,2026471019,normal,9721.500419,0.0,9721.500419,7150.112743,2030.961816,540.190543,0.0,0.0,0.08411,9721.416309,513352,7324.0,1,27,True,19
RPPS-TDC,39,9,256,2026471019,normal,10196.609998,0.0,10196.609998,7080.658224,219.618654,2690.763669,204.471904,0.0,1861.295053,8335.314945,596540,6912.0,8,32,True,19
IRPP-TD,39,9,256,2026471020,normal,99.22084,0.0,99.22084,84.91379,2.22421,11.764272,0.0,0.0,5.037492,94.183348,555906,1568.0,7,39,True,20
BSIF,39,9,256,2026471020,normal,9619.34354,0.0,9619.34354,7074.456669,2004.23573,540.441761,0.0,0.0,0.082627,9619.260913,513352,7324.0,1,27,True,20
RPPS-TDC,39,9,256,2026471020,normal,10124.647048,0.0,10124.647048,7023.161394,220.049859,2675.437179,205.033244,0.0,1846.193522,8278.453526000001,596540,6912.0,8,32,True,20
PRTD,39,9,256,2026471020,normal,18677.268446,0.0,18677.268446,13797.799066,2515.857715,2203.936797,157.572076,0.0,384.840493,18292.427953,643744,7808.0,8,39,True,20
BSIF,39,9,256,2026471021,normal,9892.23075,0.0,9892.23075,7046.370513,2061.570672,784.062969,0.0,0.0,0.112926,9892.117824,606280,7324.0,1,39,True,21
RPPS-TDC,39,9,256,2026471021,normal,10219.135973,0.0,10219.135973,7067.262402,223.778622,2718.136525,208.850101,0.0,1874.020263,8345.11571,596540,6912.0,8,32,True,21
PRTD,39,9,256,2026471021,normal,18757.611287,0.0,18757.611287,13860.001746,2520.369413,2215.599337,159.547471,0.0,383.22816,18374.383127,643744,7808.0,8,39,True,21
IRPP-TD,39,9,256,2026471021,normal,101.374043,0.0,101.374043,86.738722,2.16214,12.150179,0.0,0.0,5.353514,96.020529,555906,1568.0,7,39,True,21
