protocol,n,dimension,payload_bytes,seed,audit_mode,offchain_active_ms,declared_wait_ms,offchain_final_ms,worker_ms,tp_sp_cloudA_ms,dr_cloudB_ms,rb_rc_ta_ms,auditor_ms,analytics_ms,crypto_and_protocol_ms,traffic_task_bytes,traffic_report_bytes,iterations,retained_count,valid,run,chain_active_ms,tx_count,confirm_median_ms,confirm_p95_ms,ledger_bytes_task,gas_used,e2e_active_ms,e2e_final_ms,total_traffic_task_bytes
PRTD,20,9,256,2026281020,normal,10384.62411,0.0,10384.62411,7014.405291,1990.6835,1296.879393,81.259609,0.0,377.540024,10007.084086,357300,7808.0,8,20,True,20,,,,,,,10384.62411,10384.62411,357300.0
BSIF,20,9,256,2026281021,normal,4962.234364,0.0,4962.234364,3641.596611,1035.226303,285.28597,0.0,0.0,0.082745,4962.151619,264480,7324.0,1,14,True,21,21710.865143,43.0,501.654683,538.708984,155839.0,23959788.0,26673.099507,26673.099507,420319.0
RPPS-TDC,20,9,256,2026281021,normal,5358.904302,0.0,5358.904302,3620.03578,201.346772,1431.074472,105.8387,0.0,980.31772,4378.586582,309328,6912.0,8,16,True,21,22807.013054,45.0,501.800282,544.163094,147969.0,22667108.0,28165.917355999998,28165.917355999998,457297.0
PRTD,20,9,256,2026281021,normal,10472.772774,0.0,10472.772774,7080.355598,2004.144954,1305.46373,81.380146,0.0,379.415452,10093.357322,357300,7808.0,8,20,True,21,,,,,,,10472.772774,10472.772774,357300.0
IRPP-TD,20,9,256,2026281021,normal,33.673233,0.0,33.673233,25.36869,1.137601,6.971942,0.0,0.0,3.260909,30.412324000000005,211480,1568.0,6,20,True,21,12140.458921,24.0,502.226168,536.211089,6936.0,647953.0,12174.132153999999,12674.132153999999,218416.0
RPPS-TDC,20,9,256,2026281022,normal,5353.139878,0.0,5353.139878,3632.729732,202.596682,1411.669522,105.589405,0.0,958.991218,4394.14866,309328,6912.0,8,16,True,22,22627.718326,45.0,501.524558,531.889704,147969.0,22667108.0,27980.858203999996,27980.858203999996,457297.0
PRTD,20,9,256,2026281022,normal,10487.095568,0.0,10487.095568,7091.371501,2005.621383,1307.266702,81.422056,0.0,381.397258,10105.69831,357300,7808.0,8,20,True,22,,,,,,,10487.095568,10487.095568,357300.0
IRPP-TD,20,9,256,2026281022,normal,33.118305,0.0,33.118305,24.879926,1.109108,6.945915,0.0,0.0,3.062625,30.05568,211480,1568.0,6,20,True,22,12224.07432,24.0,502.180327,536.895395,6936.0,647953.0,12257.192625,12757.192625,218416.0
BSIF,20,9,256,2026281022,normal,4945.431936,0.0,4945.431936,3617.227131,1042.238367,285.849638,0.0,0.0,0.082934,4945.349002,264480,7324.0,1,14,True,22,22080.662358,43.0,501.651524,597.439573,155839.0,23959788.0,27026.094294000002,27026.094294000002,420319.0
PRTD,20,9,256,2026281023,normal,10444.717317,0.0,10444.717317,7055.386465,2003.50106,1303.36863,81.133788,0.0,379.530895,10065.186422,357300,7808.0,8,20,True,23,,,,,,,10444.717317,10444.717317,357300.0
IRPP-TD,20,9,256,2026281023,normal,32.581425,0.0,32.581425,24.813551,1.116198,6.471863,0.0,0.0,2.906541,29.674884,211480,1568.0,6,20,True,23,12097.464334,24.0,502.211975,523.517952,6936.0,647953.0,12130.045759,12630.045759,218416.0
BSIF,20,9,256,2026281023,normal,5149.425413,0.0,5149.425413,3766.865409,1077.925438,304.485371,0.0,0.0,0.094089,5149.331324,264480,7324.0,1,14,True,23,21959.864426,43.0,502.347702,585.99675,155839.0,23959788.0,27109.289839,27109.289839,420319.0
RPPS-TDC,20,9,256,2026281023,normal,5348.946865,0.0,5348.946865,3634.992075,201.121686,1406.609033,105.599728,0.0,954.229771,4394.717094,309328,6912.0,8,16,True,23,22964.775102,45.0,501.87658,555.468668,147969.0,22667108.0,28313.721966999998,28313.721966999998,457297.0
IRPP-TD,20,9,256,2026281024,normal,32.200462,0.0,32.200462,24.224455,1.098685,6.716243,0.0,0.0,3.159149,29.041313,211480,1568.0,7,20,True,24,12401.258101,24.0,502.56629,587.12527,6936.0,647953.0,12433.458563,12933.458563,218416.0
BSIF,20,9,256,2026281024,normal,5082.699588,0.0,5082.699588,3615.796374,1063.841543,402.93421,0.0,0.0,0.081743,5082.617845000001,310944,7324.0,1,20,True,24,21838.888154,43.0,502.132323,550.672126,155839.0,23959788.0,26921.587742,26921.587742,466783.0
RPPS-TDC,20,9,256,2026281024,normal,5319.746722,0.0,5319.746722,3621.819638,199.702571,1392.647258,104.895616,0.0,946.476725,4373.269996999999,309328,6912.0,8,16,True,24,22673.031523,45.0,501.874549,528.908277,147969.0,22667108.0,27992.778245,27992.778245,457297.0
PRTD,20,9,256,2026281024,normal,10411.930429,0.0,10411.930429,7025.220059,1995.420104,1309.730738,80.222487,0.0,381.199813,10030.730616,357300,7808.0,8,20,True,24,,,,,,,10411.930429,10411.930429,357300.0
BSIF,20,9,256,2026281025,normal,4951.227003,0.0,4951.227003,3636.853196,1031.398437,282.843507,0.0,0.0,0.09223,4951.134773,264480,7324.0,1,14,True,25,21700.467107,43.0,501.95953,532.853369,155839.0,23959788.0,26651.69411,26651.69411,420319.0
RPPS-TDC,20,9,256,2026281025,normal,5326.394658,0.0,5326.394658,3618.833633,201.49103,1400.269509,105.186951,0.0,950.753747,4375.640911,309328,6912.0,8,16,True,25,22818.731458,45.0,501.789354,572.548268,147969.0,22667108.0,28145.126116,28145.126116,457297.0
PRTD,20,9,256,2026281025,normal,10430.606308,0.0,10430.606308,7051.866077,1995.998602,1301.127592,80.25116,0.0,378.818814,10051.787494,357300,7808.0,8,20,True,25,,,,,,,10430.606308,10430.606308,357300.0
IRPP-TD,20,9,256,2026281025,normal,32.385852,0.0,32.385852,24.543992,1.096142,6.57451,0.0,0.0,3.011662,29.37419,211480,1568.0,6,20,True,25,12138.766805,24.0,501.946751,545.711879,6936.0,647953.0,12171.152656999999,12671.152656999999,218416.0
RPPS-TDC,20,9,256,2026281026,normal,5343.415523,0.0,5343.415523,3621.172219,204.068776,1411.408996,106.18119,0.0,956.817027,4386.598496,309328,6912.0,8,16,True,26,22745.769664,45.0,501.77534,531.955,147969.0,22667108.0,28089.185187,28089.185187,457297.0
PRTD,20,9,256,2026281026,normal,10445.074275,0.0,10445.074275,7070.552305,1993.676314,1299.173689,80.236255,0.0,378.955792,10066.118483,357300,7808.0,8,20,True,26,,,,,,,10445.074275,10445.074275,357300.0
IRPP-TD,20,9,256,2026281026,normal,32.025116,0.0,32.025116,23.951799,1.138314,6.748996,0.0,0.0,3.124065,28.901050999999995,211480,1568.0,6,20,True,26,12116.058142,24.0,501.63105,536.252819,6936.0,647953.0,12148.083258,12648.083258,218416.0
BSIF,20,9,256,2026281026,normal,5046.88568,0.0,5046.88568,3593.822744,1054.05114,398.879879,0.0,0.0,0.124264,5046.761416,310944,7324.0,1,20,True,26,21713.029187,43.0,501.766224,539.274047,155839.0,23959788.0,26759.914867,26759.914867,466783.0
PRTD,20,9,256,2026281027,normal,10440.633006,0.0,10440.633006,7045.653279,2006.185451,1306.071701,81.298961,0.0,380.432155,10060.200851,357300,7808.0,8,20,True,27,,,,,,,10440.633006,10440.633006,357300.0
IRPP-TD,20,9,256,2026281027,normal,33.343965,0.0,33.343965,25.128896,1.14788,6.880395,0.0,0.0,3.151008,30.192957,211480,1568.0,6,20,True,27,12066.064748,24.0,502.288528,512.090225,6936.0,647953.0,12099.408713,12599.408713,218416.0
BSIF,20,9,256,2026281027,normal,5095.855267,0.0,5095.855267,3624.102382,1062.814164,408.78042,0.0,0.0,0.104233,5095.751034,310944,7324.0,1,20,True,27,21688.086672,43.0,501.715489,533.777369,155839.0,23959788.0,26783.941939,26783.941939,466783.0
RPPS-TDC,20,9,256,2026281027,normal,5338.518343,0.0,5338.518343,3628.321551,201.901961,1402.303051,105.359087,0.0,952.439472,4386.078871,309328,6912.0,9,16,True,27,22874.865886,45.0,501.523483,513.137824,147969.0,22667108.0,28213.384229,28213.384229,457297.0
IRPP-TD,20,9,256,2026281028,normal,33.563418,0.0,33.563418,25.291085,1.121095,6.971244,0.0,0.0,3.114399,30.449019,211480,1568.0,6,20,True,28,12228.645826,24.0,502.002215,541.249881,6936.0,647953.0,12262.209244,12762.209244,218416.0
BSIF,20,9,256,2026281028,normal,4934.550874,0.0,4934.550874,3622.746432,1028.083954,283.587482,0.0,0.0,0.098348,4934.452525999999,264480,7324.0,1,14,True,28,21619.477835,43.0,501.512718,533.427698,155839.0,23959788.0,26554.028709000002,26554.028709000002,420319.0
RPPS-TDC,20,9,256,2026281028,normal,5373.872614,0.0,5373.872614,3659.322836,202.615337,1405.419434,105.87744,0.0,951.99813,4421.874484,309328,6912.0,8,16,True,28,22706.059656,45.0,501.551002,533.73842,147969.0,22667108.0,28079.93227,28079.93227,457297.0
PRTD,20,9,256,2026281028,normal,10430.76624,0.0,10430.76624,7072.34979,1983.829118,1293.036099,80.151464,0.0,376.105146,10054.661094,357300,7808.0,8,20,True,28,,,,,,,10430.76624,10430.76624,357300.0
BSIF,20,9,256,2026281029,normal,4918.751581,0.0,4918.751581,3592.420355,1046.748494,279.470793,0.0,0.0,0.082099,4918.669482,264480,7324.0,1,14,True,29,21752.863354,43.0,501.261384,542.583369,155839.0,23959788.0,26671.614935,26671.614935,420319.0
RPPS-TDC,20,9,256,2026281029,normal,5308.572979,0.0,5308.572979,3599.610781,201.414876,1401.747954,105.225718,0.0,951.417428,4357.155551,309328,6912.0,9,16,True,29,22727.217664,45.0,502.152747,517.14585,147969.0,22667108.0,28035.790643,28035.790643,457297.0
PRTD,20,9,256,2026281029,normal,10362.795788,0.0,10362.795788,7005.258454,1981.562071,1293.54423,80.997145,0.0,376.522727,9986.273061,357300,7808.0,8,20,True,29,,,,,,,10362.795788,10362.795788,357300.0
IRPP-TD,20,9,256,2026281029,normal,32.551913,0.0,32.551913,24.597362,1.0991,6.632128,0.0,0.0,3.006817,29.545096,211480,1568.0,6,20,True,29,12057.195842,24.0,501.235149,503.348118,6936.0,647953.0,12089.747754999999,12589.747754999999,218416.0
IRPP-TD,27,9,256,2026351000,normal,52.529638,0.0,52.529638,42.338596,1.513281,8.457513,0.0,0.0,3.798394,48.731244,321786,1568.0,6,27,True,0,15578.732386,31.0,501.707193,536.035466,8959.0,846795.0,15631.262024,16131.262024,330745.0
BSIF,27,9,256,2026351000,normal,6863.611322,0.0,6863.611322,4875.695695,1441.774195,545.989011,0.0,0.0,0.08689,6863.524432,419752,7324.0,1,27,True,0,28679.796929,57.0,501.997379,519.262694,210012.0,32308590.0,35543.408251,35543.408251,629764.0
RPPS-TDC,27,9,256,2026351000,normal,7116.994362,0.0,7116.994362,4895.637238,210.004181,1868.028224,142.459109,0.0,1274.912879,5842.081483,415148,6912.0,8,22,True,0,30326.27641,59.0,502.008241,606.815261,199230.0,30554694.0,37443.270771999996,37443.270771999996,614378.0
PRTD,27,9,256,2026351000,normal,13401.077906,0.0,13401.077906,9505.082352,2171.689929,1614.846513,107.981716,0.0,377.576227,13023.501679,462832,7808.0,8,27,True,0,,,,,,,13401.077906,13401.077906,462832.0
BSIF,27,9,256,2026351001,normal,6624.999454,0.0,6624.999454,4856.897766,1386.564712,381.392267,0.0,0.0,0.088383,6624.911071,357800,7324.0,1,19,True,1,28894.028754,57.0,501.604879,548.838995,210012.0,32308590.0,35519.028207999996,35519.028207999996,567812.0
RPPS-TDC,27,9,256,2026351001,normal,7084.361749,0.0,7084.361749,4870.384221,207.984281,1863.960074,141.246714,0.0,1275.247457,5809.114292,415148,6912.0,8,22,True,1,29794.823806,59.0,501.525552,545.785533,199230.0,30554694.0,36879.185555000004,36879.185555000004,614378.0
PRTD,27,9,256,2026351001,normal,13343.72935,0.0,13343.72935,9456.262458,2165.901315,1611.617095,108.374428,0.0,375.296078,12968.433272,462832,7808.0,8,27,True,1,,,,,,,13343.72935,13343.72935,462832.0
IRPP-TD,27,9,256,2026351001,normal,52.518052,0.0,52.518052,42.199705,1.568937,8.50989,0.0,0.0,3.78813,48.729922,321786,1568.0,6,27,True,1,15704.387119,31.0,502.112938,543.467625,8959.0,846795.0,15756.905171,16256.905171,330745.0
RPPS-TDC,27,9,256,2026351002,normal,7074.373481,0.0,7074.373481,4867.473787,207.136736,1857.812632,141.225223,0.0,1272.449177,5801.924304,415148,6912.0,8,22,True,2,30214.454489,59.0,502.388204,558.643782,199230.0,30554694.0,37288.82797,37288.82797,614378.0
PRTD,27,9,256,2026351002,normal,13393.019565,0.0,13393.019565,9475.313413,2184.971612,1621.495233,109.66298,0.0,378.082696,13014.936869,462832,7808.0,8,27,True,2,,,,,,,13393.019565,13393.019565,462832.0
IRPP-TD,27,9,256,2026351002,normal,54.525131,0.0,54.525131,43.719893,1.517176,9.046196,0.0,0.0,4.161072,50.364059000000005,321786,1568.0,6,27,True,2,15734.964032,31.0,502.46022,539.475332,8959.0,846795.0,15789.489163,16289.489163,330745.0
BSIF,27,9,256,2026351002,normal,6880.881688,0.0,6880.881688,4897.339397,1443.12453,540.269413,0.0,0.0,0.086291,6880.795397000001,419752,7324.0,1,27,True,2,28912.983813,57.0,502.022648,540.598641,210012.0,32308590.0,35793.865501,35793.865501,629764.0
PRTD,27,9,256,2026351003,normal,13293.685524,0.0,13293.685524,9429.227686,2149.024576,1605.81,108.303015,0.0,374.15219,12919.533334,462832,7808.0,8,27,True,3,,,,,,,13293.685524,13293.685524,462832.0
IRPP-TD,27,9,256,2026351003,normal,57.751692,0.0,57.751692,47.124511,1.670153,8.724309,0.0,0.0,3.781235,53.970457,321786,1568.0,6,27,True,3,15692.374555,31.0,502.685496,536.236467,8959.0,846795.0,15750.126247,16250.126247,330745.0
BSIF,27,9,256,2026351003,normal,6545.084894,0.0,6545.084894,4812.648572,1358.383894,373.95811,0.0,0.0,0.080462,6545.004432,357800,7324.0,1,19,True,3,28938.281777,57.0,501.677582,584.150691,210012.0,32308590.0,35483.366670999996,35483.366670999996,567812.0
RPPS-TDC,27,9,256,2026351003,normal,6984.120223,0.0,6984.120223,4775.045249,208.444221,1858.727677,141.489618,0.0,1271.274529,5712.845694,415148,6912.0,8,22,True,3,30101.638575,59.0,501.485257,596.952036,199230.0,30554694.0,37085.758798,37085.758798,614378.0
IRPP-TD,27,9,256,2026351004,normal,54.953951,0.0,54.953951,44.05261,1.627399,9.035281,0.0,0.0,3.864154,51.089797,321786,1568.0,6,27,True,4,15661.974362,31.0,502.12123,540.353165,8959.0,846795.0,15716.928313,16216.928313,330745.0
BSIF,27,9,256,2026351004,normal,6665.432717,0.0,6665.432717,4879.830052,1403.07668,382.435143,0.0,0.0,0.097272,6665.335445,357800,7324.0,1,19,True,4,28661.371207,57.0,502.032847,532.545509,210012.0,32308590.0,35326.803924,35326.803924,567812.0
RPPS-TDC,27,9,256,2026351004,normal,7062.245231,0.0,7062.245231,4858.582601,206.982732,1855.131198,141.123528,0.0,1271.314768,5790.930463,415148,6912.0,8,22,True,4,29812.995024,59.0,501.482339,550.412657,199230.0,30554694.0,36875.240255,36875.240255,614378.0
PRTD,27,9,256,2026351004,normal,13246.966492,0.0,13246.966492,9383.349693,2146.320173,1608.315541,107.96543,0.0,374.593393,12872.373099,462832,7808.0,8,27,True,4,,,,,,,13246.966492,13246.966492,462832.0
BSIF,27,9,256,2026351005,normal,6553.685467,0.0,6553.685467,4804.71304,1371.823036,377.069652,0.0,0.0,0.079607,6553.605860000001,357800,7324.0,1,19,True,5,29305.414212,57.0,502.497575,615.699306,210012.0,32308590.0,35859.099679,35859.099679,567812.0
RPPS-TDC,27,9,256,2026351005,normal,7017.549009,0.0,7017.549009,4820.631011,206.200305,1849.884442,140.399453,0.0,1267.161963,5750.387046,415148,6912.0,8,22,True,5,29931.909325,59.0,501.87737,540.009808,199230.0,30554694.0,36949.458334,36949.458334,614378.0
PRTD,27,9,256,2026351005,normal,13225.362526,0.0,13225.362526,9368.913828,2149.738486,1598.130388,107.587744,0.0,372.796531,12852.565995,462832,7808.0,8,27,True,5,,,,,,,13225.362526,13225.362526,462832.0
IRPP-TD,27,9,256,2026351005,normal,51.504528,0.0,51.504528,41.534285,1.469548,8.305975,0.0,0.0,3.650752,47.853776,321786,1568.0,6,27,True,5,15786.27792,31.0,501.058214,593.579657,8959.0,846795.0,15837.782448,16337.782448,330745.0
RPPS-TDC,27,9,256,2026351006,normal,6977.560915,0.0,6977.560915,4792.518743,204.737587,1840.060444,139.849047,0.0,1259.902073,5717.658842,415148,6912.0,8,22,True,6,29721.610947,59.0,501.397337,552.97556,199230.0,30554694.0,36699.171862,36699.171862,614378.0
PRTD,27,9,256,2026351006,normal,13123.068942,0.0,13123.068942,9299.167331,2128.804869,1586.573893,107.59721,0.0,370.074832,12752.99411,462832,7808.0,8,27,True,6,,,,,,,13123.068942,13123.068942,462832.0
IRPP-TD,27,9,256,2026351006,normal,52.123094,0.0,52.123094,41.906643,1.453508,8.552212,0.0,0.0,3.760807,48.362287,321786,1568.0,6,27,True,6,16065.226567,31.0,502.433969,624.635628,8959.0,846795.0,16117.349661,16617.349661,330745.0
BSIF,27,9,256,2026351006,normal,6725.378819,0.0,6725.378819,4784.706801,1409.119002,531.461072,0.0,0.0,0.080462,6725.298357,419752,7324.0,1,27,True,6,28916.407679,57.0,502.076338,537.344835,210012.0,32308590.0,35641.786498,35641.786498,629764.0
PRTD,27,9,256,2026351007,normal,13180.434887,0.0,13180.434887,9331.326933,2141.692034,1598.99577,107.462322,0.0,373.184507,12807.25038,462832,7808.0,8,27,True,7,,,,,,,13180.434887,13180.434887,462832.0
IRPP-TD,27,9,256,2026351007,normal,52.113254,0.0,52.113254,42.009019,1.470116,8.4356,0.0,0.0,3.697356,48.415898,321786,1568.0,6,27,True,7,15661.999325,31.0,501.459351,550.92605,8959.0,846795.0,15714.112579,16214.112579,330745.0
BSIF,27,9,256,2026351007,normal,6527.162104,0.0,6527.162104,4789.089296,1363.803535,374.185589,0.0,0.0,0.079668,6527.082436,357800,7324.0,1,19,True,7,28739.470072,57.0,501.611379,533.237,210012.0,32308590.0,35266.632176,35266.632176,567812.0
RPPS-TDC,27,9,256,2026351007,normal,6985.985003,0.0,6985.985003,4796.312786,205.792847,1843.170056,140.296212,0.0,1261.538213,5724.44679,415148,6912.0,8,22,True,7,30120.599246,59.0,502.104277,560.740368,199230.0,30554694.0,37106.584249,37106.584249,614378.0
IRPP-TD,27,9,256,2026351008,normal,52.987401,0.0,52.987401,43.007401,1.52827,8.238014,0.0,0.0,3.495975,49.491426,321786,1568.0,6,27,True,8,15802.628648,31.0,501.435354,561.485198,8959.0,846795.0,15855.616049,16355.616049,330745.0
BSIF,27,9,256,2026351008,normal,6553.811832,0.0,6553.811832,4803.479805,1372.589973,377.657696,0.0,0.0,0.078937,6553.732895,357800,7324.0,1,19,True,8,28881.733055,57.0,501.968194,530.217697,210012.0,32308590.0,35435.544887000004,35435.544887000004,567812.0
RPPS-TDC,27,9,256,2026351008,normal,7035.947877,0.0,7035.947877,4843.952524,205.030811,1846.786881,139.769632,0.0,1265.595358,5770.352519,415148,6912.0,8,22,True,8,29751.107659,59.0,501.647794,539.997178,199230.0,30554694.0,36787.055536,36787.055536,614378.0
PRTD,27,9,256,2026351008,normal,13279.381773,0.0,13279.381773,9409.197391,2156.86177,1604.663446,107.707447,0.0,374.406266,12904.975507,462832,7808.0,8,27,True,8,,,,,,,13279.381773,13279.381773,462832.0
BSIF,27,9,256,2026351009,normal,6543.382675,0.0,6543.382675,4795.298455,1372.69206,375.308824,0.0,0.0,0.082742,6543.299933,357800,7324.0,1,19,True,9,29021.321319,57.0,501.962224,556.648541,210012.0,32308590.0,35564.703993999996,35564.703993999996,567812.0
RPPS-TDC,27,9,256,2026351009,normal,7001.789776,0.0,7001.789776,4806.802867,207.022308,1846.299702,141.224668,0.0,1262.889713,5738.900062999999,415148,6912.0,8,22,True,9,29739.495587,59.0,501.524312,532.359133,199230.0,30554694.0,36741.285363,36741.285363,614378.0
PRTD,27,9,256,2026351009,normal,13240.122573,0.0,13240.122573,9377.178546,2149.26164,1604.93457,107.822186,0.0,374.386213,12865.73636,462832,7808.0,8,27,True,9,,,,,,,13240.122573,13240.122573,462832.0
IRPP-TD,27,9,256,2026351009,normal,52.227173,0.0,52.227173,42.215037,1.4873,8.328635,0.0,0.0,3.691961,48.535212,321786,1568.0,6,27,True,9,15657.938269,31.0,501.977181,537.120929,8959.0,846795.0,15710.165442,16210.165442,330745.0
RPPS-TDC,27,9,256,2026351010,normal,6977.587675,0.0,6977.587675,4795.260998,204.496981,1837.362766,140.098257,0.0,1257.935137,5719.652538,415148,6912.0,8,22,True,10,29984.15934,59.0,501.520231,580.657949,199230.0,30554694.0,36961.747015,36961.747015,614378.0
PRTD,27,9,256,2026351010,normal,13190.260683,0.0,13190.260683,9341.212359,2140.033984,1600.414423,107.649472,0.0,373.601508,12816.659175,462832,7808.0,8,27,True,10,,,,,,,13190.260683,13190.260683,462832.0
IRPP-TD,27,9,256,2026351010,normal,52.030004,0.0,52.030004,42.124802,1.502815,8.204205,0.0,0.0,3.661034,48.36897,321786,1568.0,6,27,True,10,15608.414797,31.0,501.864995,534.450497,8959.0,846795.0,15660.444801,16160.444801,330745.0
BSIF,27,9,256,2026351010,normal,6592.598823,0.0,6592.598823,4818.126525,1381.434947,392.923373,0.0,0.0,0.081881,6592.516942,357800,7324.0,1,19,True,10,28828.074779,57.0,502.034495,536.441582,210012.0,32308590.0,35420.673601999995,35420.673601999995,567812.0
PRTD,27,9,256,2026351011,normal,13326.025125,0.0,13326.025125,9449.017495,2164.204359,1603.106721,108.674509,0.0,372.70888,12953.316245,462832,7808.0,8,27,True,11,,,,,,,13326.025125,13326.025125,462832.0
IRPP-TD,27,9,256,2026351011,normal,52.617877,0.0,52.617877,41.981344,1.474079,8.956884,0.0,0.0,3.681873,48.936004,321786,1568.0,6,27,True,11,15764.62756,31.0,502.048626,562.162646,8959.0,846795.0,15817.245437000001,16317.245437000001,330745.0
BSIF,27,9,256,2026351011,normal,6630.904201,0.0,6630.904201,4841.686143,1391.364383,397.740565,0.0,0.0,0.093241,6630.810960000001,357800,7324.0,1,19,True,11,28742.61425,57.0,501.585296,521.040175,210012.0,32308590.0,35373.518450999996,35373.518450999996,567812.0
RPPS-TDC,27,9,256,2026351011,normal,7065.865767,0.0,7065.865767,4874.211409,207.448173,1842.511699,141.151374,0.0,1258.043417,5807.82235,415148,6912.0,8,22,True,11,29730.105933,59.0,501.918416,535.674877,199230.0,30554694.0,36795.9717,36795.9717,614378.0
IRPP-TD,27,9,256,2026351012,normal,53.669058,0.0,53.669058,43.235935,1.519055,8.702543,0.0,0.0,3.733904,49.935154,321786,1568.0,6,27,True,12,15871.463464,31.0,501.762724,564.086517,8959.0,846795.0,15925.132522,16425.132522,330745.0
BSIF,27,9,256,2026351012,normal,6592.755354,0.0,6592.755354,4836.777746,1378.801572,377.087202,0.0,0.0,0.085692,6592.669662,357800,7324.0,1,19,True,12,28822.141615,57.0,501.964467,533.812908,210012.0,32308590.0,35414.896969,35414.896969,567812.0
RPPS-TDC,27,9,256,2026351012,normal,6999.710238,0.0,6999.710238,4814.773296,205.123388,1838.987968,140.41331,0.0,1258.962948,5740.747289999999,415148,6912.0,8,22,True,12,29731.92118,59.0,501.427245,517.263212,199230.0,30554694.0,36731.631418000004,36731.631418000004,614378.0
PRTD,27,9,256,2026351012,normal,13160.122455,0.0,13160.122455,9327.110979,2132.623527,1592.587626,106.905592,0.0,371.748117,12788.374338,462832,7808.0,8,27,True,12,,,,,,,13160.122455,13160.122455,462832.0
BSIF,27,9,256,2026351013,normal,6470.138013,0.0,6470.138013,4749.161756,1349.530837,371.373001,0.0,0.0,0.07736,6470.060653,357800,7324.0,1,19,True,13,28741.858248,57.0,501.26208,535.255838,210012.0,32308590.0,35211.996261,35211.996261,567812.0
RPPS-TDC,27,9,256,2026351013,normal,6856.20207,0.0,6856.20207,4712.594508,201.350861,1804.351187,137.503857,0.0,1235.400397,5620.801673,415148,6912.0,8,22,True,13,29689.604688,59.0,501.093609,535.233615,199230.0,30554694.0,36545.806758,36545.806758,614378.0
PRTD,27,9,256,2026351013,normal,13286.367302,0.0,13286.367302,9397.994677,2165.175627,1613.603952,108.651201,0.0,376.41207,12909.955232,462832,7808.0,8,27,True,13,,,,,,,13286.367302,13286.367302,462832.0
IRPP-TD,27,9,256,2026351013,normal,52.627666,0.0,52.627666,42.286673,1.51263,8.589315,0.0,0.0,3.655755,48.971911,321786,1568.0,6,27,True,13,15709.984422,31.0,501.718738,580.479976,8959.0,846795.0,15762.612088,16262.612088,330745.0
RPPS-TDC,27,9,256,2026351014,normal,7030.250894,0.0,7030.250894,4843.296417,205.785976,1839.838217,140.81777,0.0,1259.019466,5771.231428,415148,6912.0,8,22,True,14,29771.376638,59.0,501.92143,540.120503,199230.0,30554694.0,36801.627532,36801.627532,614378.0
PRTD,27,9,256,2026351014,normal,13230.179379,0.0,13230.179379,9369.303371,2151.589838,1600.611758,107.62357,0.0,373.476425,12856.702953999998,462832,7808.0,8,27,True,14,,,,,,,13230.179379,13230.179379,462832.0
IRPP-TD,27,9,256,2026351014,normal,51.382228,0.0,51.382228,41.46813,1.460956,8.25851,0.0,0.0,3.696028,47.6862,321786,1568.0,6,27,True,14,15849.303807,31.0,501.695099,582.362274,8959.0,846795.0,15900.686035,16400.686035,330745.0
BSIF,27,9,256,2026351014,normal,6557.742965,0.0,6557.742965,4808.259021,1372.250382,377.131677,0.0,0.0,0.085702,6557.657263,357800,7324.0,1,19,True,14,29025.624904,57.0,501.788784,562.977924,210012.0,32308590.0,35583.367869,35583.367869,567812.0
PRTD,27,9,256,2026351015,normal,13200.906317,0.0,13200.906317,9350.061418,2140.389563,1601.677027,107.831642,0.0,373.880785,12827.025532,462832,7808.0,8,27,True,15,,,,,,,13200.906317,13200.906317,462832.0
IRPP-TD,27,9,256,2026351015,normal,52.07208,0.0,52.07208,42.022629,1.515796,8.33784,0.0,0.0,3.652256,48.419824,321786,1568.0,6,27,True,15,15665.829311,31.0,501.157704,540.436634,8959.0,846795.0,15717.901391,16217.901391,330745.0
BSIF,27,9,256,2026351015,normal,6529.436649,0.0,6529.436649,4792.001456,1362.98652,374.355517,0.0,0.0,0.080473,6529.356176,357800,7324.0,1,19,True,15,28833.1254,57.0,501.828821,538.493557,210012.0,32308590.0,35362.562049,35362.562049,567812.0
RPPS-TDC,27,9,256,2026351015,normal,6972.545469,0.0,6972.545469,4789.654507,204.857407,1837.677607,139.968668,0.0,1257.411774,5715.133695,415148,6912.0,8,22,True,15,29914.873154,59.0,501.454791,549.106828,199230.0,30554694.0,36887.418623,36887.418623,614378.0
IRPP-TD,27,9,256,2026351016,normal,51.858533,0.0,51.858533,41.635204,1.468158,8.561832,0.0,0.0,3.905933,47.9526,321786,1568.0,6,27,True,16,16174.492612,31.0,503.098142,615.919498,8959.0,846795.0,16226.351145,16726.351145,330745.0
BSIF,27,9,256,2026351016,normal,6530.924761,0.0,6530.924761,4792.108025,1364.224397,374.500595,0.0,0.0,0.07887,6530.845891,357800,7324.0,1,19,True,16,28724.847998,57.0,501.357727,538.077862,210012.0,32308590.0,35255.772759,35255.772759,567812.0
RPPS-TDC,27,9,256,2026351016,normal,6977.081571,0.0,6977.081571,4793.008241,205.412691,1838.477991,139.758655,0.0,1259.049275,5718.032295999999,415148,6912.0,8,22,True,16,30053.380498,59.0,501.802312,538.115577,199230.0,30554694.0,37030.462069,37030.462069,614378.0
PRTD,27,9,256,2026351016,normal,13179.921414,0.0,13179.921414,9336.640145,2141.442559,1593.154936,107.65431,0.0,371.68288,12808.238534,462832,7808.0,8,27,True,16,,,,,,,13179.921414,13179.921414,462832.0
