protocol,n,dimension,payload_bytes,seed,audit_mode,offchain_active_ms,declared_wait_ms,offchain_final_ms,worker_ms,tp_sp_cloudA_ms,dr_cloudB_ms,rb_rc_ta_ms,auditor_ms,analytics_ms,crypto_and_protocol_ms,traffic_task_bytes,traffic_report_bytes,iterations,retained_count,valid,run,chain_active_ms,tx_count,confirm_median_ms,confirm_p95_ms,ledger_bytes_task,gas_used,e2e_active_ms,e2e_final_ms,total_traffic_task_bytes
RPPS-TDC,50,9,256,2026581009,normal,12951.262796,0.0,12951.262796,9016.073401,221.267121,3452.645227,259.875395,0.0,2399.478375,10551.784421,762760,6912.0,8,40,True,9,52974.003962,105.0,501.455442,538.482383,367659.0,56471048.0,65925.266758,65925.266758,1130419.0
PRTD,50,9,256,2026581009,normal,23739.645677,0.0,23739.645677,17944.75135,2850.651609,2744.292216,197.230656,0.0,395.296813,23344.348864,809580,7808.0,8,50,True,9,,,,,,,23739.645677,23739.645677,809580.0
IRPP-TD,50,9,256,2026581009,normal,155.081022,0.0,155.081022,136.418766,2.705332,15.545373,0.0,0.0,6.954783,148.126239,818300,1568.0,6,50,True,9,27501.024789,54.0,502.150189,561.259317,15606.0,1500133.0,27656.105810999998,28156.105810999998,833906.0
RPPS-TDC,50,9,256,2026581010,normal,12821.431722,0.0,12821.431722,8979.806624,233.972667,3340.310826,265.89249,0.0,2288.475607,10532.956115,762760,6912.0,8,40,True,10,53506.033267,105.0,502.195461,554.710164,367659.0,56471048.0,66327.464989,66327.464989,1130419.0
PRTD,50,9,256,2026581010,normal,23122.194398,0.0,23122.194398,17512.925271,2759.720403,2649.703506,197.346897,0.0,380.4691,22741.725298,809580,7808.0,8,50,True,10,,,,,,,23122.194398,23122.194398,809580.0
IRPP-TD,50,9,256,2026581010,normal,154.355424,0.0,154.355424,136.512205,2.669789,14.770646,0.0,0.0,6.443862,147.911562,818300,1568.0,6,50,True,10,27411.655377,54.0,501.592063,546.190675,15606.0,1500133.0,27566.010801,28066.010801,833906.0
BSIF,50,9,256,2026581010,normal,12665.349,0.0,12665.349,9158.453493,2755.031147,751.551097,0.0,0.0,0.100246,12665.248754,661104,7324.0,1,35,True,10,52066.710079,103.0,501.839963,544.827537,388009.0,59740368.0,64732.059079,64732.059079,1049113.0
PRTD,50,9,256,2026581011,normal,23364.493279,0.0,23364.493279,17632.650264,2800.174176,2714.67276,214.326365,0.0,381.588839,22982.90444,809580,7808.0,8,50,True,11,,,,,,,23364.493279,23364.493279,809580.0
IRPP-TD,50,9,256,2026581011,normal,169.360035,0.0,169.360035,149.531157,2.959384,16.414084,0.0,0.0,7.182278,162.177757,818300,1568.0,6,50,True,11,27430.957053,54.0,501.995799,563.206125,15606.0,1500133.0,27600.317088,28100.317088,833906.0
BSIF,50,9,256,2026581011,normal,12597.411358,0.0,12597.411358,9315.210006,2586.075793,695.823289,0.0,0.0,0.087607,12597.323751,661104,7324.0,1,35,True,11,51832.73935,103.0,501.516092,574.777756,388009.0,59740368.0,64430.150708,64430.150708,1049113.0
RPPS-TDC,50,9,256,2026581011,normal,13207.662541,0.0,13207.662541,9175.472597,244.879435,3503.080768,282.545073,0.0,2381.774943,10825.887598,762760,6912.0,8,40,True,11,53412.827915,105.0,502.061917,555.354202,367659.0,56471048.0,66620.490456,66620.490456,1130419.0
IRPP-TD,50,9,256,2026581012,normal,169.917148,0.0,169.917148,150.426949,2.988817,16.075659,0.0,0.0,6.868966,163.048182,818300,1568.0,6,50,True,12,27504.599235,54.0,501.394324,586.114244,15606.0,1500133.0,27674.516383000002,28174.516383000002,833906.0
BSIF,50,9,256,2026581012,normal,12520.235195,0.0,12520.235195,9198.071832,2605.765801,716.131074,0.0,0.0,0.08878,12520.146415,661104,7324.0,1,35,True,12,52157.451103,103.0,501.738197,539.108313,388009.0,59740368.0,64677.686298,64677.686298,1049113.0
RPPS-TDC,50,9,256,2026581012,normal,12958.086189,0.0,12958.086189,9070.261899,227.380365,3397.896746,261.019346,0.0,2353.384671,10604.701518,762760,6912.0,8,40,True,12,53117.944099,105.0,501.678175,537.310586,367659.0,56471048.0,66076.030288,66076.030288,1130419.0
PRTD,50,9,256,2026581012,normal,23108.71964,0.0,23108.71964,17491.41726,2755.099305,2658.046835,201.835228,0.0,375.847539,22732.872101,809580,7808.0,8,50,True,12,,,,,,,23108.71964,23108.71964,809580.0
BSIF,50,9,256,2026581013,normal,12223.182981,0.0,12223.182981,8977.669143,2548.281909,696.995457,0.0,0.0,0.084675,12223.098306,661104,7324.0,1,35,True,13,52344.239216,103.0,501.953029,545.886096,388009.0,59740368.0,64567.422197,64567.422197,1049113.0
RPPS-TDC,50,9,256,2026581013,normal,12930.511694,0.0,12930.511694,8990.652439,229.474071,3446.73398,262.302843,0.0,2397.199145,10533.312549,762760,6912.0,8,40,True,13,53268.430353,105.0,501.379466,568.400811,367659.0,56471048.0,66198.942047,66198.942047,1130419.0
PRTD,50,9,256,2026581013,normal,23442.860385,0.0,23442.860385,17725.361071,2806.382572,2705.322127,203.352864,0.0,383.506952,23059.353433,809580,7808.0,8,50,True,13,,,,,,,23442.860385,23442.860385,809580.0
IRPP-TD,50,9,256,2026581013,normal,157.141935,0.0,157.141935,138.788024,2.788998,15.173646,0.0,0.0,6.589453,150.552482,818300,1568.0,6,50,True,13,27444.385452,54.0,501.807623,548.974797,15606.0,1500133.0,27601.527387,28101.527387,833906.0
RPPS-TDC,50,9,256,2026581014,normal,13108.603508,0.0,13108.603508,9119.275931,234.028184,3484.537143,269.291545,0.0,2410.425027,10698.178481,762760,6912.0,8,40,True,14,52961.446377,105.0,501.409838,539.69516,367659.0,56471048.0,66070.049885,66070.049885,1130419.0
PRTD,50,9,256,2026581014,normal,23430.999629,0.0,23430.999629,17770.181145,2774.128861,2683.398871,200.510359,0.0,379.158204,23051.841425,809580,7808.0,8,50,True,14,,,,,,,23430.999629,23430.999629,809580.0
IRPP-TD,50,9,256,2026581014,normal,154.761109,0.0,154.761109,136.583112,2.735578,15.06039,0.0,0.0,6.479427,148.28168200000002,818300,1568.0,6,50,True,14,27611.652761,54.0,501.774291,558.403286,15606.0,1500133.0,27766.41387,28266.41387,833906.0
BSIF,50,9,256,2026581014,normal,12205.272469,0.0,12205.272469,8958.429316,2549.94198,696.660934,0.0,0.0,0.088041,12205.184428,661104,7324.0,1,35,True,14,52562.824686,103.0,501.936524,548.540359,388009.0,59740368.0,64768.097154999996,64768.097154999996,1049113.0
PRTD,50,9,256,2026581015,normal,23165.718831,0.0,23165.718831,17518.556691,2770.155644,2672.247842,202.424414,0.0,378.215894,22787.502937,809580,7808.0,8,50,True,15,,,,,,,23165.718831,23165.718831,809580.0
IRPP-TD,50,9,256,2026581015,normal,156.947057,0.0,156.947057,138.501694,2.787822,15.244395,0.0,0.0,6.568506,150.378551,818300,1568.0,6,50,True,15,27425.681678,54.0,501.726687,582.418789,15606.0,1500133.0,27582.628735000002,28082.628735000002,833906.0
BSIF,50,9,256,2026581015,normal,12544.691705,0.0,12544.691705,9304.988743,2542.918027,696.536567,0.0,0.0,0.100409,12544.591296,661104,7324.0,1,35,True,15,51935.665347,103.0,501.541078,534.183047,388009.0,59740368.0,64480.357052,64480.357052,1049113.0
RPPS-TDC,50,9,256,2026581015,normal,12811.57527,0.0,12811.57527,8909.929547,224.548534,3418.576372,257.176038,0.0,2338.94944,10472.62583,762760,6912.0,8,40,True,15,53668.665896,105.0,502.244281,561.256104,367659.0,56471048.0,66480.24116599999,66480.24116599999,1130419.0
IRPP-TD,50,9,256,2026581016,normal,153.107804,0.0,153.107804,135.459746,2.705171,14.562883,0.0,0.0,6.140015,146.96778899999998,818300,1568.0,6,50,True,16,27120.446919,54.0,501.652705,536.076086,15606.0,1500133.0,27273.554723,27773.554723,833906.0
BSIF,50,9,256,2026581016,normal,12127.708497,0.0,12127.708497,8846.400434,2584.7373,696.287373,0.0,0.0,0.084609,12127.623888,661104,7324.0,1,35,True,16,52179.758146,103.0,501.464086,534.625404,388009.0,59740368.0,64307.466643,64307.466643,1049113.0
RPPS-TDC,50,9,256,2026581016,normal,12892.879174,0.0,12892.879174,8951.27851,231.154909,3444.345953,264.758074,0.0,2384.479151,10508.400023,762760,6912.0,8,40,True,16,53113.244735,105.0,501.826459,535.30363,367659.0,56471048.0,66006.123909,66006.123909,1130419.0
PRTD,50,9,256,2026581016,normal,23153.284883,0.0,23153.284883,17549.85398,2740.52021,2661.811625,198.695561,0.0,373.06938,22780.215503,809580,7808.0,8,50,True,16,,,,,,,23153.284883,23153.284883,809580.0
BSIF,50,9,256,2026581017,normal,12744.496474,0.0,12744.496474,9087.390502,2663.409295,993.448198,0.0,0.0,0.088133,12744.408341,777264,7324.0,1,50,True,17,52035.642689,103.0,501.549875,538.492365,388009.0,59740368.0,64780.139163,64780.139163,1165273.0
RPPS-TDC,50,9,256,2026581017,normal,12843.023296,0.0,12843.023296,8966.215962,227.684239,3387.129914,260.598085,0.0,2345.574645,10497.448651,762760,6912.0,8,40,True,17,53098.145409,105.0,501.985045,538.079128,367659.0,56471048.0,65941.16870499999,65941.16870499999,1130419.0
PRTD,50,9,256,2026581017,normal,23438.642844,0.0,23438.642844,17748.944942,2788.043066,2698.974208,200.049132,0.0,380.759758,23057.883086,809580,7808.0,8,50,True,17,,,,,,,23438.642844,23438.642844,809580.0
IRPP-TD,50,9,256,2026581017,normal,155.635673,0.0,155.635673,137.467831,2.74021,15.011628,0.0,0.0,6.407003,149.22867,818300,1568.0,6,50,True,17,27361.177883,54.0,501.526346,584.874951,15606.0,1500133.0,27516.813556,28016.813556,833906.0
RPPS-TDC,50,9,256,2026581018,normal,12850.945825,0.0,12850.945825,8966.184428,227.205608,3395.214867,261.055671,0.0,2351.383774,10499.562051,762760,6912.0,8,40,True,18,53823.627611,105.0,501.923966,592.718319,367659.0,56471048.0,66674.573436,66674.573436,1130419.0
PRTD,50,9,256,2026581018,normal,23126.804172,0.0,23126.804172,17486.791616,2772.09747,2664.722509,200.766676,0.0,378.88426,22747.919912,809580,7808.0,8,50,True,18,,,,,,,23126.804172,23126.804172,809580.0
IRPP-TD,50,9,256,2026581018,normal,154.919493,0.0,154.919493,136.989588,2.803143,14.729934,0.0,0.0,6.248419,148.67107399999998,818300,1568.0,6,50,True,18,27192.388585,54.0,501.387314,539.195239,15606.0,1500133.0,27347.308078000002,27847.308078000002,833906.0
BSIF,50,9,256,2026581018,normal,12227.873009,0.0,12227.873009,8968.629911,2562.086696,696.915226,0.0,0.0,0.086508,12227.786501,661104,7324.0,1,35,True,18,51938.649085,103.0,501.871408,535.445014,388009.0,59740368.0,64166.522094,64166.522094,1049113.0
PRTD,50,9,256,2026581019,normal,23123.393278,0.0,23123.393278,17490.200558,2759.047708,2670.346657,201.416945,0.0,378.08894,22745.304338,809580,7808.0,8,50,True,19,,,,,,,23123.393278,23123.393278,809580.0
IRPP-TD,50,9,256,2026581019,normal,165.464421,0.0,165.464421,147.089477,2.775806,15.134378,0.0,0.0,6.582953,158.88146799999998,818300,1568.0,6,50,True,19,27476.782653,54.0,501.555295,571.778569,15606.0,1500133.0,27642.247074,28142.247074,833906.0
BSIF,50,9,256,2026581019,normal,12246.376475,0.0,12246.376475,8990.316569,2557.885436,697.928839,0.0,0.0,0.084305,12246.29217,661104,7324.0,1,35,True,19,52704.348182,103.0,501.908524,625.332177,388009.0,59740368.0,64950.724657,64950.724657,1049113.0
RPPS-TDC,50,9,256,2026581019,normal,13064.928063,0.0,13064.928063,9109.289661,231.153524,3459.166519,263.742072,0.0,2395.573346,10669.354716999998,762760,6912.0,8,40,True,19,53497.116578,105.0,501.855499,541.804509,367659.0,56471048.0,66562.044641,66562.044641,1130419.0
IRPP-TD,50,9,256,2026581020,normal,157.732105,0.0,157.732105,139.154706,2.856054,15.338391,0.0,0.0,6.302197,151.42990799999998,818300,1568.0,6,50,True,20,27299.506409,54.0,501.343001,573.951541,15606.0,1500133.0,27457.238514,27957.238514,833906.0
BSIF,50,9,256,2026581020,normal,12424.852214,0.0,12424.852214,9120.201207,2591.462084,712.916683,0.0,0.0,0.085182,12424.767032,661104,7324.0,1,35,True,20,52296.130024,103.0,501.830914,553.863727,388009.0,59740368.0,64720.982238,64720.982238,1049113.0
RPPS-TDC,50,9,256,2026581020,normal,13012.774501,0.0,13012.774501,9093.911628,232.471252,3419.063643,265.783735,0.0,2363.149037,10649.625464,762760,6912.0,8,40,True,20,53538.810263,105.0,502.121425,575.329675,367659.0,56471048.0,66551.584764,66551.584764,1130419.0
PRTD,50,9,256,2026581020,normal,23193.485086,0.0,23193.485086,17590.851622,2748.879878,2651.482972,199.918954,0.0,374.847818,22818.637268,809580,7808.0,8,50,True,20,,,,,,,23193.485086,23193.485086,809580.0
BSIF,50,9,256,2026581021,normal,12320.946764,0.0,12320.946764,9049.58497,2569.246973,701.882881,0.0,0.0,0.115739,12320.831025,661104,7324.0,1,35,True,21,52337.808628,103.0,501.38313,597.853376,388009.0,59740368.0,64658.755392,64658.755392,1049113.0
RPPS-TDC,50,9,256,2026581021,normal,13013.779313,0.0,13013.779313,9089.083782,233.447713,3422.613256,267.225638,0.0,2361.439995,10652.339317999998,762760,6912.0,8,40,True,21,53568.985196,105.0,501.637039,583.2628,367659.0,56471048.0,66582.764509,66582.764509,1130419.0
PRTD,50,9,256,2026581021,normal,23598.083661,0.0,23598.083661,17834.073442,2822.009167,2736.428307,202.741928,0.0,385.289944,23212.793717,809580,7808.0,8,50,True,21,,,,,,,23598.083661,23598.083661,809580.0
IRPP-TD,50,9,256,2026581021,normal,157.402272,0.0,157.402272,138.969091,2.773307,15.247118,0.0,0.0,6.615611,150.786661,818300,1568.0,6,50,True,21,27239.751225,54.0,501.064579,537.891014,15606.0,1500133.0,27397.153497,27897.153497,833906.0
RPPS-TDC,50,9,256,2026581022,normal,12919.646015,0.0,12919.646015,8994.010396,229.019967,3432.398675,262.908307,0.0,2374.08382,10545.562195,762760,6912.0,8,40,True,22,53191.499178,105.0,501.156562,544.84482,367659.0,56471048.0,66111.145193,66111.145193,1130419.0
PRTD,50,9,256,2026581022,normal,23012.601763,0.0,23012.601763,17396.049217,2740.51769,2664.777594,208.834423,0.0,375.715551,22636.886212,809580,7808.0,8,50,True,22,,,,,,,23012.601763,23012.601763,809580.0
IRPP-TD,50,9,256,2026581022,normal,161.645858,0.0,161.645858,142.861484,2.884527,15.510208,0.0,0.0,6.789671,154.856187,818300,1568.0,6,50,True,22,27384.738316,54.0,501.424157,573.940776,15606.0,1500133.0,27546.384174,28046.384174,833906.0
BSIF,50,9,256,2026581022,normal,12390.400603,0.0,12390.400603,9147.5171,2547.039505,695.600472,0.0,0.0,0.08267,12390.317933,661104,7324.0,1,35,True,22,52360.748104,103.0,502.029358,566.631761,388009.0,59740368.0,64751.148707,64751.148707,1049113.0
PRTD,50,9,256,2026581023,normal,23190.356069,0.0,23190.356069,17546.668125,2772.28714,2668.471417,200.556957,0.0,377.296522,22813.059547,809580,7808.0,8,50,True,23,,,,,,,23190.356069,23190.356069,809580.0
IRPP-TD,50,9,256,2026581023,normal,154.996423,0.0,154.996423,137.057736,2.764195,14.754704,0.0,0.0,6.268925,148.727498,818300,1568.0,6,50,True,23,27598.077545,54.0,501.611371,558.700419,15606.0,1500133.0,27753.073968,28253.073968,833906.0
BSIF,50,9,256,2026581023,normal,12225.684052,0.0,12225.684052,8971.853287,2556.064385,697.530987,0.0,0.0,0.084405,12225.599647,661104,7324.0,1,35,True,23,52349.558368,103.0,501.491191,542.710959,388009.0,59740368.0,64575.242419999995,64575.242419999995,1049113.0
RPPS-TDC,50,9,256,2026581023,normal,13017.438345,0.0,13017.438345,9100.302259,228.94582,3425.394347,261.263289,0.0,2381.471154,10635.967191,762760,6912.0,8,40,True,23,53328.35396,105.0,501.539689,582.890898,367659.0,56471048.0,66345.792305,66345.792305,1130419.0
IRPP-TD,50,9,256,2026581024,normal,155.614455,0.0,155.614455,137.614763,2.756084,14.854078,0.0,0.0,6.252315,149.36213999999998,818300,1568.0,6,50,True,24,27383.018536,54.0,502.054838,549.790769,15606.0,1500133.0,27538.632991,28038.632991,833906.0
BSIF,50,9,256,2026581024,normal,12255.351712,0.0,12255.351712,8982.127452,2573.978,699.002719,0.0,0.0,0.088381,12255.263331,661104,7324.0,1,35,True,24,52053.191144,103.0,501.724431,537.777651,388009.0,59740368.0,64308.542856,64308.542856,1049113.0
RPPS-TDC,50,9,256,2026581024,normal,12872.06827,0.0,12872.06827,8978.882257,228.528609,3402.529313,260.822324,0.0,2357.940409,10514.127861,762760,6912.0,8,40,True,24,53813.225213,105.0,502.299215,591.069968,367659.0,56471048.0,66685.293483,66685.293483,1130419.0
PRTD,50,9,256,2026581024,normal,23129.956214,0.0,23129.956214,17497.530104,2764.204503,2663.23225,202.670072,0.0,376.091114,22753.865100000003,809580,7808.0,8,50,True,24,,,,,,,23129.956214,23129.956214,809580.0
BSIF,50,9,256,2026581025,normal,12435.634255,0.0,12435.634255,9128.913764,2599.901184,706.570919,0.0,0.0,0.085407,12435.548848,661104,7324.0,1,35,True,25,52184.020679,103.0,501.631065,545.151521,388009.0,59740368.0,64619.654934000006,64619.654934000006,1049113.0
RPPS-TDC,50,9,256,2026581025,normal,13078.279155,0.0,13078.279155,9120.384369,233.038837,3458.678646,264.636304,0.0,2395.339703,10682.939452,762760,6912.0,8,40,True,25,53699.838605,105.0,502.127081,546.53641,367659.0,56471048.0,66778.11776,66778.11776,1130419.0
PRTD,50,9,256,2026581025,normal,23537.245694,0.0,23537.245694,17839.645067,2793.700635,2695.656727,205.418225,0.0,381.407916,23155.837778,809580,7808.0,8,50,True,25,,,,,,,23537.245694,23537.245694,809580.0
IRPP-TD,50,9,256,2026581025,normal,156.494364,0.0,156.494364,138.264393,2.779719,15.05677,0.0,0.0,6.458173,150.036191,818300,1568.0,6,50,True,25,27264.613364,54.0,501.311029,541.238942,15606.0,1500133.0,27421.107728,27921.107728,833906.0
RPPS-TDC,50,9,256,2026581026,normal,13045.108736,0.0,13045.108736,9119.196096,230.551705,3429.854844,263.972261,0.0,2366.403265,10678.705471,762760,6912.0,8,40,True,26,53072.829569,105.0,501.327584,538.686623,367659.0,56471048.0,66117.938305,66117.938305,1130419.0
PRTD,50,9,256,2026581026,normal,23753.251747,0.0,23753.251747,17970.733784,2831.844225,2740.626901,207.394313,0.0,380.447246,23372.804501,809580,7808.0,8,50,True,26,,,,,,,23753.251747,23753.251747,809580.0
IRPP-TD,50,9,256,2026581026,normal,165.434753,0.0,165.434753,145.490387,2.949419,16.561387,0.0,0.0,7.12235,158.312403,818300,1568.0,6,50,True,26,27393.448983,54.0,501.874188,539.485773,15606.0,1500133.0,27558.883736,28058.883736,833906.0
BSIF,50,9,256,2026581026,normal,12352.647806,0.0,12352.647806,9075.019649,2574.766144,702.626974,0.0,0.0,0.09119,12352.556616000002,661104,7324.0,1,35,True,26,52020.019284,103.0,501.980178,538.341226,388009.0,59740368.0,64372.66709,64372.66709,1049113.0
PRTD,50,9,256,2026581027,normal,23275.660305,0.0,23275.660305,17594.816987,2784.637651,2688.261884,205.606551,0.0,379.492577,22896.167728,809580,7808.0,8,50,True,27,,,,,,,23275.660305,23275.660305,809580.0
IRPP-TD,50,9,256,2026581027,normal,158.090471,0.0,158.090471,139.563801,2.815699,15.314759,0.0,0.0,6.454008,151.63646300000002,818300,1568.0,7,50,True,27,27209.060304,54.0,501.583721,536.712951,15606.0,1500133.0,27367.150775,27867.150775,833906.0
BSIF,50,9,256,2026581027,normal,12754.82707,0.0,12754.82707,9060.833939,2680.113373,1013.616146,0.0,0.0,0.089828,12754.737242,777264,7324.0,1,50,True,27,52362.183969,103.0,502.110105,589.702276,388009.0,59740368.0,65117.011039,65117.011039,1165273.0
RPPS-TDC,50,9,256,2026581027,normal,13093.945179,0.0,13093.945179,9108.348433,229.11082,3492.259571,262.681366,0.0,2429.650823,10664.294356,762760,6912.0,8,40,True,27,53673.68716,105.0,502.351318,583.509377,367659.0,56471048.0,66767.632339,66767.632339,1130419.0
IRPP-TD,50,9,256,2026581028,normal,157.156476,0.0,157.156476,138.421787,2.847358,15.497912,0.0,0.0,6.670315,150.486161,818300,1568.0,6,50,True,28,27492.577454,54.0,501.734067,551.994092,15606.0,1500133.0,27649.73393,28149.73393,833906.0
BSIF,50,9,256,2026581028,normal,12840.852688,0.0,12840.852688,9160.30689,2675.217837,1005.092608,0.0,0.0,0.084592,12840.768096000002,777264,7324.0,1,50,True,28,52184.982352,103.0,501.86177,570.607866,388009.0,59740368.0,65025.83504,65025.83504,1165273.0
RPPS-TDC,50,9,256,2026581028,normal,12854.640777,0.0,12854.640777,8957.188263,227.999128,3406.645305,261.996993,0.0,2357.819543,10496.821234,762760,6912.0,8,40,True,28,53193.074094,105.0,501.73981,532.261089,367659.0,56471048.0,66047.714871,66047.714871,1130419.0
PRTD,50,9,256,2026581028,normal,23184.848447,0.0,23184.848447,17532.339876,2771.076561,2675.747454,204.233204,0.0,377.797783,22807.050664,809580,7808.0,8,50,True,28,,,,,,,23184.848447,23184.848447,809580.0
BSIF,50,9,256,2026581029,normal,12264.107187,0.0,12264.107187,9000.128733,2564.631149,699.198591,0.0,0.0,0.083379,12264.023808,661104,7324.0,1,35,True,29,52391.47272,103.0,501.923864,565.136923,388009.0,59740368.0,64655.579907,64655.579907,1049113.0
RPPS-TDC,50,9,256,2026581029,normal,13020.663336,0.0,13020.663336,9067.016303,230.983878,3455.349007,266.181214,0.0,2396.542966,10624.12037,762760,6912.0,8,40,True,29,53528.208752,105.0,502.361493,577.06873,367659.0,56471048.0,66548.872088,66548.872088,1130419.0
PRTD,50,9,256,2026581029,normal,23596.509319,0.0,23596.509319,17849.461396,2837.293662,2703.321021,203.539156,0.0,382.16294,23214.346379,809580,7808.0,8,50,True,29,,,,,,,23596.509319,23596.509319,809580.0
IRPP-TD,50,9,256,2026581029,normal,159.699792,0.0,159.699792,141.209278,2.816745,15.21419,0.0,0.0,6.526883,153.172909,818300,1568.0,6,50,True,29,27444.655048,54.0,501.533201,571.987639,15606.0,1500133.0,27604.35484,28104.35484,833906.0
